Species,Species ID,Accepted,Class,Order,Family,Mass,Mass imputed
Charadrius morinellus,B173,Charadrius morinellus,Aves,Charadriiformes,Charadriidae,1478.426425617668,TRUE
Scolopax rusticola,B174,Scolopax rusticola,Aves,Charadriiformes,Scolopacidae,308.31,FALSE
Lymnocryptes minimus,B175,Lymnocryptes minimus,Aves,Charadriiformes,Scolopacidae,50.07,FALSE
Gallinago stenura,B176,Gallinago stenura,Aves,Charadriiformes,Scolopacidae,113,FALSE
Gallinago media,B177,Gallinago media,Aves,Charadriiformes,Scolopacidae,169.96,FALSE
Gallinago gallinago,B178,Gallinago gallinago,Aves,Charadriiformes,Scolopacidae,112.94,FALSE
Limosa limosa,B179,Limosa limosa,Aves,Charadriiformes,Scolopacidae,288.37,FALSE
Limosa lapponica,B180,Limosa lapponica,Aves,Charadriiformes,Scolopacidae,291.65,FALSE
Numenius phaeopus,B181,Numenius phaeopus,Aves,Charadriiformes,Scolopacidae,364.57,FALSE
Numenius arquata,B182,Numenius arquata,Aves,Charadriiformes,Scolopacidae,802.99,FALSE
Tringa erythropus,B183,Tringa erythropus,Aves,Charadriiformes,Scolopacidae,158,FALSE
Tringa totanus,B184,Tringa totanus,Aves,Charadriiformes,Scolopacidae,129,FALSE
Tringa stagnatilis,B185,Tringa stagnatilis,Aves,Charadriiformes,Scolopacidae,77.5,FALSE
Tringa nebularia,B186,Tringa nebularia,Aves,Charadriiformes,Scolopacidae,187,FALSE
Tringa ochropus,B187,Tringa ochropus,Aves,Charadriiformes,Scolopacidae,71.4,FALSE
Tringa glareola,B188,Tringa glareola,Aves,Charadriiformes,Scolopacidae,62.05,FALSE
Xenus cinereus,B189,Xenus cinereus,Aves,Charadriiformes,Scolopacidae,78.8,FALSE
Actitis hypoleucos,B190,Actitis hypoleucos,Aves,Charadriiformes,Scolopacidae,48,FALSE
Arenaria interpres,B191,Arenaria interpres,Aves,Charadriiformes,Scolopacidae,135.98,FALSE
Calidris canutus,B192,Calidris canutus,Aves,Charadriiformes,Scolopacidae,141.87,FALSE
Calidris alba,B193,Calidris alba,Aves,Charadriiformes,Scolopacidae,51.71,FALSE
Calidris minuta,B194,Calidris minuta,Aves,Charadriiformes,Scolopacidae,21.1,FALSE
Calidris temminckii,B195,Calidris temminckii,Aves,Charadriiformes,Scolopacidae,23,FALSE
Calidris melanotos,B196,Calidris melanotos,Aves,Charadriiformes,Scolopacidae,79.73,FALSE
Calidris alpina,B197,Calidris alpina,Aves,Charadriiformes,Scolopacidae,51.89,FALSE
Calidris maritima,B198,Calidris maritima,Aves,Charadriiformes,Scolopacidae,65.1,FALSE
Limicola falcinellus,B199,Limicola falcinellus,Aves,Charadriiformes,Scolopacidae,37.1,FALSE
Philomachus pugnax,B200,Philomachus pugnax,Aves,Charadriiformes,Scolopacidae,131.68,FALSE
Phalaropus lobatus,B201,Phalaropus lobatus,Aves,Charadriiformes,Scolopacidae,36.68,FALSE
Phalaropus fulicarius,B202,Phalaropus fulicarius,Aves,Charadriiformes,Scolopacidae,55.59,FALSE
Stercorarius skua,B203,Stercorarius skua,Aves,Charadriiformes,Stercorariidae,1.2042399299522568,TRUE
Stercorarius pomarinus,B204,Stercorarius pomarinus,Aves,Charadriiformes,Stercorariidae,692.47,FALSE
Stercorarius parasiticus,B205,Stercorarius parasiticus,Aves,Charadriiformes,Stercorariidae,444.31,FALSE
Stercorarius longicaudus,B206,Stercorarius longicaudus,Aves,Charadriiformes,Stercorariidae,287.9,FALSE
Larus canus,B207,Larus canus,Aves,Charadriiformes,Laridae,412.53,FALSE
Ichthyaetus audouinii,B208,Ichthyaetus audouinii,Aves,Charadriiformes,Laridae,88.48167290547417,TRUE
Larus marinus,B209,Larus marinus,Aves,Charadriiformes,Laridae,1649.71,FALSE
Larus hyperboreus,B210,Larus hyperboreus,Aves,Charadriiformes,Laridae,1529.04,FALSE
Larus glaucoides,B211,Larus glaucoides,Aves,Charadriiformes,Laridae,693.31,FALSE
Larus argentatus,B212,Larus argentatus,Aves,Charadriiformes,Laridae,1090.99,FALSE
Larus fuscus,B213,Larus fuscus,Aves,Charadriiformes,Laridae,762.36,FALSE
Larus cachinnans,B214,Larus cachinnans,Aves,Charadriiformes,Laridae,1111.89,FALSE
Larus armenicus,B215,Larus armenicus,Aves,Charadriiformes,Laridae,866.99,FALSE
Ichthyaetus ichthyaetus,B216,Ichthyaetus ichthyaetus,Aves,Charadriiformes,Laridae,1.7473493843677577,TRUE
Chtoicocephalus ridibundus,B217,Chroicocephalus ridibundus,Aves,Charadriiformes,Laridae,2.6768642058083465,TRUE
Chroicocephalus genei,B218,Chroicocephalus genei,Aves,Charadriiformes,Laridae,16.44742735388337,TRUE
Ichthyaetus melanocephalus,B219,Ichthyaetus melanocephalus,Aves,Charadriiformes,Laridae,19.168917438850556,TRUE
Hydrocoloeus minutus,B220,Hydrocoloeus minutus,Aves,Charadriiformes,Laridae,1518.114289816517,TRUE
Pagophila eburnea,B221,Pagophila eburnea,Aves,Charadriiformes,Laridae,549.99,FALSE
Xema sabini,B222,Xema sabini,Aves,Charadriiformes,Laridae,198,FALSE
Rissa tridactyla,B223,Rissa tridactyla,Aves,Charadriiformes,Laridae,415.99,FALSE
Gelochelidon nilotica,B224,Gelochelidon nilotica,Aves,Charadriiformes,Laridae,4525.341956501161,TRUE
Hydroprogne caspia,B225,Hydroprogne caspia,Aves,Charadriiformes,Laridae,22.45540426717089,TRUE
Thalasseus bengalensis,B226,Thalasseus bengalensis,Aves,Charadriiformes,Laridae,25.13233453030392,TRUE
Thalasseus sandvicensis,B227,Thalasseus sandvicensis,Aves,Charadriiformes,Laridae,2306.219836192454,TRUE
Sterna dougallii,B228,Sterna dougallii,Aves,Charadriiformes,Laridae,112,FALSE
Sterna hirundo,B229,Sterna hirundo,Aves,Charadriiformes,Laridae,129.15,FALSE
Sterna paradisaea,B230,Sterna paradisaea,Aves,Charadriiformes,Laridae,110,FALSE
Sternula albifrons,B231,Sternula albifrons,Aves,Charadriiformes,Laridae,291.22906890210965,TRUE
Onychoprion fuscatus,B232,Onychoprion fuscatus,Aves,Charadriiformes,Laridae,0.019934114729032174,TRUE
Chlidonias hybrida,B233,Chlidonias hybrida,Aves,Charadriiformes,Laridae,83.67,FALSE
Chlidonias leucopterus,B234,Chlidonias leucopterus,Aves,Charadriiformes,Laridae,54.2,FALSE
Chlidonias niger,B235,Chlidonias niger,Aves,Charadriiformes,Laridae,65.3,FALSE
Alle alle,B236,Alle alle,Aves,Charadriiformes,Alcidae,180.73,FALSE
Uria aalge,B237,Uria aalge,Aves,Charadriiformes,Alcidae,991.93,FALSE
Uria lomvia,B238,Uria lomvia,Aves,Charadriiformes,Alcidae,963.99,FALSE
Alca torda,B239,Alca torda,Aves,Charadriiformes,Alcidae,725.99,FALSE
Cepphus grylle,B240,Cepphus grylle,Aves,Charadriiformes,Alcidae,378,FALSE
Fratercula arctica,B241,Fratercula arctica,Aves,Charadriiformes,Alcidae,593.01,FALSE
Pterocles alchata,B242,Pterocles alchata,Aves,Pteroclidiformes,Pteroclididae,275.79,FALSE
Pterocles orientalis,B243,Pterocles orientalis,Aves,Pteroclidiformes,Pteroclididae,404.87,FALSE
Columba livia,B244,Columba livia,Aves,Columbiformes,Columbidae,354.2,FALSE
Columba oenas,B245,Columba oenas,Aves,Columbiformes,Columbidae,290.79,FALSE
Columba palumbus,B246,Columba palumbus,Aves,Columbiformes,Columbidae,490,FALSE
Columba trocaz,B247,Columba trocaz,Aves,Columbiformes,Columbidae,439.98,FALSE
Streptopelia turtur,B248,Streptopelia turtur,Aves,Columbiformes,Columbidae,132,FALSE
Streptopelia decaocto,B249,Streptopelia decaocto,Aves,Columbiformes,Columbidae,148.96,FALSE
Streptopelia senegalensis,B250,Spilopelia senegalensis,Aves,Columbiformes,Columbidae,32.651199640740685,TRUE
Clamator glandarius,B251,Clamator glandarius,Aves,Cuculiformes,Cuculidae,143,FALSE
Cuculus canorus,B252,Cuculus canorus,Aves,Cuculiformes,Cuculidae,111.36,FALSE
Cuculus saturatus,B253,Cuculus saturatus,Aves,Cuculiformes,Cuculidae,87,FALSE
Tyto alba,B254,Tyto alba,Aves,Strigiformes,Tytonidae,403.32,FALSE
Otus brucei,B255,Otus brucei,Aves,Strigiformes,Strigidae,84.35,FALSE
Otus scops,B256,Otus scops,Aves,Strigiformes,Strigidae,92,FALSE
Bubo bubo,B257,Bubo bubo,Aves,Strigiformes,Strigidae,2668.51,FALSE
Bubo scandiacus,B258,Bubo scandiacus,Aves,Strigiformes,Strigidae,317.39429076495327,TRUE
Strix aluco,B259,Strix aluco,Aves,Strigiformes,Strigidae,472.46,FALSE
Strix uralensis,B260,Strix uralensis,Aves,Strigiformes,Strigidae,780.56,FALSE
Strix nebulosa,B261,Strix nebulosa,Aves,Strigiformes,Strigidae,1061.89,FALSE
Surnia ulula,B262,Surnia ulula,Aves,Strigiformes,Strigidae,319.9,FALSE
Glaucidium passerinum,B263,Glaucidium passerinum,Aves,Strigiformes,Strigidae,57.87,FALSE
Athene noctua,B264,Athene noctua,Aves,Strigiformes,Strigidae,168.92,FALSE
Aegolius funereus,B265,Aegolius funereus,Aves,Strigiformes,Strigidae,137.18,FALSE
Asio otus,B266,Asio otus,Aves,Strigiformes,Strigidae,296.57,FALSE
Asio flammeus,B267,Asio flammeus,Aves,Strigiformes,Strigidae,322.61,FALSE
Caprimulgus ruficollis,B268,Caprimulgus ruficollis,Aves,Caprimulgiformes,Caprimulgidae,68.5,FALSE
Caprimulgus europaeus,B269,Caprimulgus europaeus,Aves,Caprimulgiformes,Caprimulgidae,67,FALSE
Apus melba,B270,Tachymarptis melba,Aves,Apodiformes,Apodidae,28.21482269750819,TRUE
Apus apus,B271,Apus apus,Aves,Apodiformes,Apodidae,37.6,FALSE
Apus unicolor,B272,Apus unicolor,Aves,Apodiformes,Apodidae,22.5,FALSE
Apus pallidus,B273,Apus pallidus,Aves,Apodiformes,Apodidae,41.9,FALSE
Apus affinis,B274,Apus affinis,Aves,Apodiformes,Apodidae,22.57,FALSE
Apus caffer,B275,Apus caffer,Aves,Apodiformes,Apodidae,22.1,FALSE
Alcedo atthis,B276,Alcedo atthis,Aves,Coraciiformes,Alcedinidae,31.09,FALSE
Halcyon smyrnensis,B277,Halcyon smyrnensis,Aves,Coraciiformes,Alcedinidae,91.4,FALSE
Ceryle rudis,B278,Ceryle rudis,Aves,Coraciiformes,Alcedinidae,84.37,FALSE
Merops superciliosus,B279,Merops superciliosus,Aves,Coraciiformes,Meropidae,38.5,FALSE
Merops apiaster,B280,Merops apiaster,Aves,Coraciiformes,Meropidae,56.6,FALSE
Coracias garrulus,B281,Coracias garrulus,Aves,Coraciiformes,Coraciidae,146,FALSE
Upupa epops,B282,Upupa epops,Aves,Bucerotiformes,Upupidae,66.93,FALSE
Jynx torquilla,B283,Jynx torquilla,Aves,Piciformes,Picidae,34.96,FALSE
Dendrocopos minor,B284,Dryobates minor,Aves,Piciformes,Picidae,19.8,FALSE
Dendrocopos medius,B285,Dendrocoptes medius,Aves,Piciformes,Picidae,59,FALSE
Dendrocopos major,B287,Dendrocopos major,Aves,Piciformes,Picidae,74.94,FALSE
Dendrocopos syriacus,B288,Dendrocopos syriacus,Aves,Piciformes,Picidae,76.7,FALSE
Picoides tridactylus,B289,Picoides tridactylus,Aves,Piciformes,Picidae,65.49,FALSE
Dryocopus martius,B290,Dryocopus martius,Aves,Piciformes,Picidae,321,FALSE
Picus viridis,B291,Picus viridis,Aves,Piciformes,Picidae,176,FALSE
Picus canus,B292,Picus canus,Aves,Piciformes,Picidae,137,FALSE
Ammomanes deserti,B293,Ammomanes deserti,Aves,Passeriformes,Alaudidae,23.8,FALSE
Melanocorypha calandra,B294,Melanocorypha calandra,Aves,Passeriformes,Alaudidae,61.6,FALSE
Melanocorypha bimaculata,B295,Melanocorypha bimaculata,Aves,Passeriformes,Alaudidae,54.1,FALSE
Melanocorypha leucoptera,B296,Melanocorypha leucoptera,Aves,Passeriformes,Alaudidae,45.3,FALSE
Calandrella brachydactyla,B297,Calandrella brachydactyla,Aves,Passeriformes,Alaudidae,21.06,FALSE
Calandrella rufescens,B298,Calandrella rufescens,Aves,Passeriformes,Alaudidae,24.1,FALSE
Calandrella cheleensis,B299,Calandrella cheleensis,Aves,Passeriformes,Alaudidae,22.2,FALSE
Chersophilus duponti,B300,Chersophilus duponti,Aves,Passeriformes,Alaudidae,39.4,FALSE
Galerida cristata,B301,Galerida cristata,Aves,Passeriformes,Alaudidae,42.68,FALSE
Lullula arborea,B302,Lullula arborea,Aves,Passeriformes,Alaudidae,26.9,FALSE
Alauda arvensis,B303,Alauda arvensis,Aves,Passeriformes,Alaudidae,37.31,FALSE
Eremophila alpestris,B304,Eremophila alpestris,Aves,Passeriformes,Alaudidae,33.33,FALSE
Riparia riparia,B305,Riparia riparia,Aves,Passeriformes,Hirundinidae,12.68,FALSE
Ptyonoprogne rupestris,B306,Ptyonoprogne rupestris,Aves,Passeriformes,Hirundinidae,1541.5097929767492,TRUE
Hirundo rustica,B307,Hirundo rustica,Aves,Passeriformes,Hirundinidae,17.91,FALSE
Cecropis daurica,B308,Cecropis daurica,Aves,Passeriformes,Hirundinidae,0.373743831665272,TRUE
Delichon urbicum,B309,Delichon urbicum,Aves,Passeriformes,Hirundinidae,14.5,FALSE
Motacilla alba,B310,Motacilla alba,Aves,Passeriformes,Motacillidae,23.93,FALSE
Motacilla citreola,B311,Motacilla citreola,Aves,Passeriformes,Motacillidae,19.11,FALSE
Motacilla flava,B312,Motacilla flava,Aves,Passeriformes,Motacillidae,17.68,FALSE
Motacilla cinerea,B313,Motacilla cinerea,Aves,Passeriformes,Motacillidae,17.15,FALSE
Anthus campestris,B314,Anthus campestris,Aves,Passeriformes,Motacillidae,23,FALSE
Anthus berthelotii,B315,Anthus berthelotii,Aves,Passeriformes,Motacillidae,15.86,FALSE
Anthus trivialis,B316,Anthus trivialis,Aves,Passeriformes,Motacillidae,23.33,FALSE
Anthus hodgsoni,B317,Anthus hodgsoni,Aves,Passeriformes,Motacillidae,21.3,FALSE
Anthus pratensis,B318,Anthus pratensis,Aves,Passeriformes,Motacillidae,18.4,FALSE
Anthus cervinus,B319,Anthus cervinus,Aves,Passeriformes,Motacillidae,20.9,FALSE
Anthus petrosus,B320,Anthus petrosus,Aves,Passeriformes,Motacillidae,22.4,FALSE
Anthus spinoletta,B321,Anthus spinoletta,Aves,Passeriformes,Motacillidae,23.9,FALSE
Pycnonotus xanthopygos,B322,Pycnonotus xanthopygos,Aves,Passeriformes,Pycnonotidae,37.64,FALSE
Regulus regulus,B323,Regulus regulus,Aves,Passeriformes,Regulidae,5.54,FALSE
Regulus ignicapilla,B324,Regulus ignicapilla,Aves,Passeriformes,Regulidae,5.6,FALSE
Bombycilla garrulus,B325,Bombycilla garrulus,Aves,Passeriformes,Bombycillidae,54.41,FALSE
Cinclus cinclus,B326,Cinclus cinclus,Aves,Passeriformes,Cinclidae,61.47,FALSE
Troglodytes troglodytes,B327,Troglodytes troglodytes,Aves,Passeriformes,Troglodytidae,9.74,FALSE
Prunella collaris,B328,Prunella collaris,Aves,Passeriformes,Prunellidae,38.61,FALSE
Prunella montanella,B329,Prunella montanella,Aves,Passeriformes,Prunellidae,17,FALSE
Prunella ocularis,B330,Prunella ocularis,Aves,Passeriformes,Prunellidae,22.5,FALSE
Prunella atrogularis,B331,Prunella atrogularis,Aves,Passeriformes,Prunellidae,18.5,FALSE
Prunella modularis,B332,Prunella modularis,Aves,Passeriformes,Prunellidae,20.24,FALSE
Monticola saxatilis,B333,Monticola saxatilis,Aves,Passeriformes,Muscicapidae,50.3,FALSE
Monticola solitarius,B334,Monticola solitarius,Aves,Passeriformes,Muscicapidae,53.65,FALSE
Zoothera dauma,B335,Zoothera dauma,Aves,Passeriformes,Turdidae,134.13,FALSE
Turdus torquatus,B336,Turdus torquatus,Aves,Passeriformes,Turdidae,109,FALSE
Turdus merula,B337,Turdus merula,Aves,Passeriformes,Turdidae,102.73,FALSE
Turdus ruficollis,B338,Turdus ruficollis,Aves,Passeriformes,Turdidae,80.55,FALSE
Turdus pilaris,B339,Turdus pilaris,Aves,Passeriformes,Turdidae,106,FALSE
Turdus iliacus,B340,Turdus iliacus,Aves,Passeriformes,Turdidae,61.2,FALSE
Turdus philomelos,B341,Turdus philomelos,Aves,Passeriformes,Turdidae,67.74,FALSE
Turdus viscivorus,B342,Turdus viscivorus,Aves,Passeriformes,Turdidae,117.37,FALSE
Cisticola juncidis,B343,Cisticola juncidis,Aves,Passeriformes,Cisticolidae,6.81,FALSE
Prinia gracilis,B344,Prinia gracilis,Aves,Passeriformes,Cisticolidae,7.1,FALSE
Cettia cetti,B345,Cettia cetti,Aves,Passeriformes,Cettiidae,13.22,FALSE
Locustella lanceolata,B346,Locustella lanceolata,Aves,Passeriformes,Locustellidae,10.6,FALSE
Locustella naevia,B347,Locustella naevia,Aves,Passeriformes,Locustellidae,13.3,FALSE
Locustella fluviatilis,B348,Locustella fluviatilis,Aves,Passeriformes,Locustellidae,16.1,FALSE
Locustella luscinioides,B349,Locustella luscinioides,Aves,Passeriformes,Locustellidae,13.89,FALSE
Acrocephalus melanopogon,B350,Acrocephalus melanopogon,Aves,Passeriformes,Acrocephalidae,10.9,FALSE
Acrocephalus paludicola,B351,Acrocephalus paludicola,Aves,Passeriformes,Acrocephalidae,11.6,FALSE
Acrocephalus schoenobaenus,B352,Acrocephalus schoenobaenus,Aves,Passeriformes,Acrocephalidae,11.83,FALSE
Acrocephalus agricola,B353,Acrocephalus agricola,Aves,Passeriformes,Acrocephalidae,9.6,FALSE
Acrocephalus scirpaceus,B354,Acrocephalus scirpaceus,Aves,Passeriformes,Acrocephalidae,12.3,FALSE
Acrocephalus dumetorum,B355,Acrocephalus dumetorum,Aves,Passeriformes,Acrocephalidae,11.2,FALSE
Acrocephalus palustris,B356,Acrocephalus palustris,Aves,Passeriformes,Acrocephalidae,11.5,FALSE
Acrocephalus arundinaceus,B357,Acrocephalus arundinaceus,Aves,Passeriformes,Acrocephalidae,30,FALSE
Iduna caligata,B358,Iduna caligata,Aves,Passeriformes,Acrocephalidae,26.6297677003743,TRUE
Iduna pallida,B359,Iduna pallida,Aves,Passeriformes,Acrocephalidae,13.901083938259296,TRUE
Hippolais languida,B360,Hippolais languida,Aves,Passeriformes,Acrocephalidae,12,FALSE
Hippolais olivetorum,B361,Hippolais olivetorum,Aves,Passeriformes,Acrocephalidae,17.5,FALSE
Hippolais polyglotta,B362,Hippolais polyglotta,Aves,Passeriformes,Acrocephalidae,11,FALSE
Hippolais icterina,B363,Hippolais icterina,Aves,Passeriformes,Acrocephalidae,13.2,FALSE
Phylloscopus trochilus,B364,Phylloscopus trochilus,Aves,Passeriformes,Phylloscopidae,8.7,FALSE
Phylloscopus collybita,B365,Phylloscopus collybita,Aves,Passeriformes,Phylloscopidae,8.3,FALSE
Phylloscopus sindianus lorenzii,B366,Phylloscopus sindianus lorenzii,Aves,Passeriformes,Phylloscopidae,15.390266874477641,TRUE
Phylloscopus bonelli,B367,Phylloscopus bonelli,Aves,Passeriformes,Phylloscopidae,8.69,FALSE
Phylloscopus sibillatrix,B368,Phylloscopus sibillatrix,Aves,Passeriformes,Phylloscopidae,6.459914451383362,TRUE
Phylloscopus inornatus,B369,Phylloscopus inornatus,Aves,Passeriformes,Phylloscopidae,6.59,FALSE
Phylloscopus borealis,B370,Phylloscopus borealis,Aves,Passeriformes,Phylloscopidae,10.89,FALSE
Phylloscopus trochiloides,B371,Phylloscopus trochiloides,Aves,Passeriformes,Phylloscopidae,8.05,FALSE
Sylvia atricapilla,B372,Sylvia atricapilla,Aves,Passeriformes,Sylviidae,16.7,FALSE
Sylvia borin,B373,Sylvia borin,Aves,Passeriformes,Sylviidae,18.2,FALSE
Sylvia communis,B374,Sylvia communis,Aves,Passeriformes,Sylviidae,15.1,FALSE
Sylvia curruca,B375,Sylvia curruca,Aves,Passeriformes,Sylviidae,11.44,FALSE
Sylvia nisoria,B376,Sylvia nisoria,Aves,Passeriformes,Sylviidae,22.5,FALSE
Sylvia hortensis,B377,Sylvia hortensis,Aves,Passeriformes,Sylviidae,21.9,FALSE
Sylvia ruppeli,B378,Sylvia ruppeli,Aves,Passeriformes,Sylviidae,70.11584552138972,TRUE
Sylvia cantillans,B379,Sylvia cantillans,Aves,Passeriformes,Sylviidae,9.6,FALSE
Sylvia melanocephala,B380,Sylvia melanocephala,Aves,Passeriformes,Sylviidae,11.7,FALSE
Sylvia melanothorax,B381,Sylvia melanothorax,Aves,Passeriformes,Sylviidae,11.4,FALSE
Sylvia mystacea,B382,Sylvia mystacea,Aves,Passeriformes,Sylviidae,9.9,FALSE
Sylvia conspicillata,B383,Sylvia conspicillata,Aves,Passeriformes,Sylviidae,9,FALSE
Sylvia undata,B384,Sylvia undata,Aves,Passeriformes,Sylviidae,10.8,FALSE
Sylvia sarda,B385,Sylvia sarda,Aves,Passeriformes,Sylviidae,9.8,FALSE
Muscicapa striata,B386,Muscicapa striata,Aves,Passeriformes,Muscicapidae,15.9,FALSE
Ficedula hypoleuca,B387,Ficedula hypoleuca,Aves,Passeriformes,Muscicapidae,13.79,FALSE
Ficedula albicollis,B388,Ficedula albicollis,Aves,Passeriformes,Muscicapidae,12.69,FALSE
Ficedula semitorquata,B389,Ficedula semitorquata,Aves,Passeriformes,Muscicapidae,14.4,FALSE
Ficedula parva,B390,Ficedula parva,Aves,Passeriformes,Muscicapidae,10.8,FALSE
Erithacus rubecula,B391,Erithacus rubecula,Aves,Passeriformes,Muscicapidae,17.7,FALSE
Luscinia luscinia,B392,Luscinia luscinia,Aves,Passeriformes,Muscicapidae,23.8,FALSE
Luscinia megarhynchos,B393,Luscinia megarhynchos,Aves,Passeriformes,Muscicapidae,19.6,FALSE
Luscinia calliope,B394,Luscinia calliope,Aves,Passeriformes,Muscicapidae,18.5,FALSE
Luscinia svecica,B395,Luscinia svecica,Aves,Passeriformes,Muscicapidae,17.23,FALSE
Tarsiger cyanurus,B396,Tarsiger cyanurus,Aves,Passeriformes,Muscicapidae,13.43,FALSE
Irania gutturalis,B397,Irania gutturalis,Aves,Passeriformes,Muscicapidae,21.6,FALSE
Erythropygia galactotes,B398,Erythropygia galactotes,Aves,Passeriformes,Muscicapidae,20.3,FALSE
Phoenicurus ochruros,B399,Phoenicurus ochruros,Aves,Passeriformes,Muscicapidae,16.5,FALSE
Phoenicurus phoenicurus,B400,Phoenicurus phoenicurus,Aves,Passeriformes,Muscicapidae,14.59,FALSE
Saxicola rubetra,B401,Saxicola rubetra,Aves,Passeriformes,Muscicapidae,16.6,FALSE
Saxicola torquatus,B402,Saxicola torquatus,Aves,Passeriformes,Muscicapidae,14.09,FALSE
Oenanthe leucura,B403,Oenanthe leucura,Aves,Passeriformes,Muscicapidae,41,FALSE
Oenanthe oenanthe,B404,Oenanthe oenanthe,Aves,Passeriformes,Muscicapidae,25.39,FALSE
Oenanthe finschii,B405,Oenanthe finschii,Aves,Passeriformes,Muscicapidae,27.38,FALSE
Oenanthe pleschanka,B406,Oenanthe pleschanka,Aves,Passeriformes,Muscicapidae,19.36,FALSE
Oenanthe hispanica,B407,Oenanthe hispanica,Aves,Passeriformes,Muscicapidae,15.04,FALSE
Oenanthe chrysopygia,B408,Oenanthe chrysopygia,Aves,Passeriformes,Muscicapidae,22.7,FALSE
Oenanthe deserti,B409,Oenanthe deserti,Aves,Passeriformes,Muscicapidae,19.84,FALSE
Oenanthe cypriaca,B410,Oenanthe cypriaca,Aves,Passeriformes,Muscicapidae,16.61,FALSE
Oenanthe isabellina,B411,Oenanthe isabellina,Aves,Passeriformes,Muscicapidae,29.4,FALSE
Panurus biarmicus,B412,Panurus biarmicus,Aves,Passeriformes,Panuridae,13.82,FALSE
Aegithalos caudatus,B413,NA,NA,NA,NA,8.6,FALSE
Poecile lugubris,B414,Poecile lugubris,Aves,Passeriformes,Paridae,13.282780274120073,TRUE
Poecile palustris,B415,Poecile palustris,Aves,Passeriformes,Paridae,9.882428191675082,TRUE
Poecile montanus,B416,Poecile montanus,Aves,Passeriformes,Paridae,170.1591619476348,TRUE
Poecile cinctus,B417,Poecile cinctus,Aves,Passeriformes,Paridae,1153.288662685824,TRUE
Periparus ater,B418,Periparus ater,Aves,Passeriformes,Paridae,47.28635224646866,TRUE
Lophophanes cristatus,B419,Lophophanes cristatus,Aves,Passeriformes,Paridae,4.094284495913288,TRUE
Parus major,B420,Parus major,Aves,Passeriformes,Paridae,16.25,FALSE
Cyanistes caeruleus,B421,Cyanistes caeruleus,Aves,Passeriformes,Paridae,52.512373206329315,TRUE
Cyanistes cyanus,B422,Cyanistes cyanus,Aves,Passeriformes,Paridae,87.88402920788108,TRUE
Sitta europaea,B423,Sitta europaea,Aves,Passeriformes,Sittidae,20.37,FALSE
Sitta whiteheadi,B424,Sitta whiteheadi,Aves,Passeriformes,Sittidae,11.8,FALSE
Sitta krueperi,B425,Sitta krueperi,Aves,Passeriformes,Sittidae,12.4,FALSE
Sitta neumayer,B426,Sitta neumayer,Aves,Passeriformes,Sittidae,26.5,FALSE
Sitta tephronota,B427,Sitta tephronota,Aves,Passeriformes,Sittidae,35.2,FALSE
Tichodroma muraria,B428,Tichodroma muraria,Aves,Passeriformes,Tichodromidae,17.6,FALSE
Certhia familiaris,B429,Certhia familiaris,Aves,Passeriformes,Certhiidae,9,FALSE
Certhia brachydactyla,B430,Certhia brachydactyla,Aves,Passeriformes,Certhiidae,8.2,FALSE
Remiz pendulinus,B431,Remiz pendulinus,Aves,Passeriformes,Remizidae,9.3,FALSE
Oriolus oriolus,B432,Oriolus oriolus,Aves,Passeriformes,Oriolidae,79,FALSE
Lanius collurio,B433,Lanius collurio,Aves,Passeriformes,Laniidae,28.44,FALSE
Lanius excubitor,B434,Lanius excubitor,Aves,Passeriformes,Laniidae,63.41,FALSE
Lanius meridionalis,B435,Lanius meridionalis,Aves,Passeriformes,Laniidae,60.43,FALSE
Lanius minor,B436,Lanius minor,Aves,Passeriformes,Laniidae,46.49,FALSE
Lanius nubicus,B437,Lanius nubicus,Aves,Passeriformes,Laniidae,19.7,FALSE
Lanius senator,B438,Lanius senator,Aves,Passeriformes,Laniidae,35.97,FALSE
Perisoreus infaustus,B439,Perisoreus infaustus,Aves,Passeriformes,Corvidae,84.4,FALSE
Garrulus glandarius,B440,Garrulus glandarius,Aves,Passeriformes,Corvidae,159.46,FALSE
Cyanopica cyanus,B441,Cyanopica cyanus,Aves,Passeriformes,Corvidae,95.91,FALSE
Pica pica,B442,Pica pica,Aves,Passeriformes,Corvidae,217.48,FALSE
Nucifraga caryocatactes,B443,Nucifraga caryocatactes,Aves,Passeriformes,Corvidae,182.51,FALSE
Pyrrhocorax pyrrhocorax,B444,Pyrrhocorax pyrrhocorax,Aves,Passeriformes,Corvidae,276.68,FALSE
Pyrrhocorax graculus,B445,Pyrrhocorax graculus,Aves,Passeriformes,Corvidae,211,FALSE
Coloeus monedula,B446,Coloeus monedula,Aves,Passeriformes,Corvidae,61.77525380129331,TRUE
Corvus frugilegus,B447,Corvus frugilegus,Aves,Passeriformes,Corvidae,452.1,FALSE
Corvus corone,B448,Corvus corone,Aves,Passeriformes,Corvidae,570,FALSE
Corvus corax,B449,Corvus corax,Aves,Passeriformes,Corvidae,927.97,FALSE
Pastor roseus,B450,Pastor roseus,Aves,Passeriformes,Sturnidae,152.7541494824896,TRUE
Sturnus vulgaris,B451,Sturnus vulgaris,Aves,Passeriformes,Sturnidae,77.14,FALSE
Sturnus unicolor,B452,Sturnus unicolor,Aves,Passeriformes,Sturnidae,83.66,FALSE
