Species ID;ITIS code;Catalogue of Life;Class;Order;Family;Species;Author
B125;677542;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lagopus muta;(Montin, 1781) 
B126;553893;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetrao urogallus;Linnaeus, 1758 
B127;677538;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lyrurus tetrix;Linnaeus, 1758 
B128;677539;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Lyrurus mlokosiewiczi;Taczanowski, 1875 
B129;677536;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetrastes bonasia;(Linnaeus, 1758) 
B130;553829;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetraogallus caucasicus;(Pallas, 1811) 
B131;175951;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetraogallus caspius;(S. G. Gmelin, 1784) 
B132;175910;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris graeca;(Meisner, 1804) 
B133;175908;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris chukar;(J. E. Gray, 1830) 
B134;175909;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris barbara;(Bonnaterre, 1792) 
B135;175913;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Alectoris rufa;(Linnaeus, 1758) 
B136;175947;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Ammoperdix griseogularis;(Brandt, 1843) 
B137;175974;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Francolinus francolinus;(Linnaeus, 1766) 
B138;175915;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Perdix perdix;(Linnaeus, 1758) 
B139;553871;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Coturnix coturnix;(Linnaeus, 1758) 
B140;175905;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Phasianus colchicus;Linnaeus, 1758 
B141;678962;v1.9 rev 2126ab0;Aves;Gruiformes;Turnicidae;Turnix sylvaticus;(Desfontaines, 1789) 
B142;176192;v1.9 rev 2126ab0;Aves;Gruiformes;Gruidae;Anthropoides virgo;(Linnaeus, 1758) 
B143;176183;v1.9 rev 2126ab0;Aves;Gruiformes;Gruidae;Grus grus;(Linnaeus, 1758) 
B144;176223;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Rallus aquaticus;Linnaeus, 1758 
B145;176277;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Crex crex;(Linnaeus, 1758) 
B146;176249;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porzana parva;(Scopoli, 1769) 
B147;176251;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porzana pusilla;(Pallas, 1776) 
B148;176241;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porzana porzana;(Linnaeus, 1766) 
B149;176390;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Porphyrio porphyrio;(Linnaeus, 1758) 
B150;176284;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Gallinula chloropus;(Linnaeus, 1758) 
B151;176297;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Fulica cristata;Gmelin, 1789 
B152;176290;v1.9 rev 2126ab0;Aves;Gruiformes;Rallidae;Fulica atra;Linnaeus, 1758 
B153;176419;v1.9 rev 2126ab0;Aves;Gruiformes;Otididae;Otis tarda;Linnaeus, 1758 
B154;563379;v1.9 rev 2126ab0;Aves;Galliformes;Phasianidae;Tetrax tetrax;(Linnaeus, 1758) 
B155;176469;v1.9 rev 2126ab0;Aves;Charadriiformes;Haematopodidae;Haematopus ostralegus;Linnaeus, 1758 
B156;176727;v1.9 rev 2126ab0;Aves;Charadriiformes;Recurvirostridae;Himantopus himantopus;(Linnaeus, 1758) 
B157;176723;v1.9 rev 2126ab0;Aves;Charadriiformes;Recurvirostridae;Recurvirostra avosetta;Linnaeus, 1758 
B158;176749;v1.9 rev 2126ab0;Aves;Charadriiformes;Burhinidae;Burhinus oedicnemus;(Linnaeus, 1758) 
B159;176777;v1.9 rev 2126ab0;Aves;Charadriiformes;Glareolidae;Glareola pratincola;(Linnaeus, 1766) 
B160;176774;v1.9 rev 2126ab0;Aves;Charadriiformes;Glareolidae;Glareola nordmanni;Fischer von Waldheim, 1842 
B161;176481;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus vanellus;(Linnaeus, 1758) 
B162;176499;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus spinosus;(Linnaeus, 1758)
B163;176489;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus indicus;(Boddaert, 1783)
B165;176490;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Vanellus leucurus;(Lichtenstein, 1823)
B166;176561;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Pluvialis apricaria;(Linnaeus, 1758) 
B167;176567;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Pluvialis squatarola;(Linnaeus, 1758) 
B168;176504;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius hiaticula;Linnaeus, 1758 
B169;176529;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius dubius;Scopoli, 1786 
B170;176510;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius alexandrinus;Linnaeus, 1758 
B171;176532;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius leschenaultii;Lesson, 1826 
B172;176524;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius asiaticus;Pallas, 1773 
B173;176545;v1.9 rev 2126ab0;Aves;Charadriiformes;Charadriidae;Charadrius morinellus;Linnaeus, 1758 
B174;176578;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Scolopax rusticola;Linnaeus, 1758 
B175;176591;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Lymnocryptes minimus;(Brunnich, 1764) 
B176;176710;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Gallinago stenura;(Bonaparte, 1831) 
B177;176704;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Gallinago media;(Latham, 1787) 
B178;176700;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Gallinago gallinago;(Linnaeus, 1758) 
B179;176691;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Limosa limosa;(Linnaeus, 1758) 
B180;176687;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Limosa lapponica;(Linnaeus, 1758) 
B181;176599;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Numenius phaeopus;(Linnaeus, 1758) 
B182;176596;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Numenius arquata;(Linnaeus, 1758) 
B183;176621;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa erythropus;(Pallas, 1764) 
B184;176622;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa totanus;(Linnaeus, 1758) 
B185;176633;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa stagnatilis;(Bechstein, 1803) 
B186;176624;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa nebularia;(Gunnerus, 1767) 
B187;176632;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa ochropus;Linnaeus, 1758 
B188;176618;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Tringa glareola;Linnaeus, 1758 
B189;176718;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Xenus cinereus;(Guldenstadt, 1775) 
B190;176613;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Actitis hypoleucos;(Linnaeus, 1758) 
B191;176571;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Arenaria interpres;(Linnaeus, 1758) 
B192;176642;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris canutus;(Linnaeus, 1758) 
B193;176669;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris alba;(Pallas, 1764) 
B194;176670;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris minuta;(Leisler, 1812) 
B195;176658;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris temminckii;(Leisler, 1812) 
B196;176653;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris melanotos;(Vieillot, 1819) 
B197;176661;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris alpina;(Linnaeus, 1758) 
B198;176646;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Calidris maritima;(Brunnich, 1764) 
B199;176716;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Limicola falcinellus;(Pontoppidan, 1763) 
B200;176695;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Philomachus pugnax;(Linnaeus, 1758) 
B201;176735;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Phalaropus lobatus;(Linnaeus, 1758) 
B202;176734;v1.9 rev 2126ab0;Aves;Charadriiformes;Scolopacidae;Phalaropus fulicarius;(Linnaeus, 1758) 
B203;660059;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius skua;(Brunnich, 1764) 
B204;176792;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius pomarinus;(Temminck, 1815) 
B205;176793;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius parasiticus;(Linnaeus, 1758) 
B206;176794;v1.9 rev 2126ab0;Aves;Charadriiformes;Stercorariidae;Stercorarius longicaudus;Vieillot, 1819 
B207;176832;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus canus;Linnaeus, 1758 
B208;824066;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Ichthyaetus audouinii;Payraudeau, 1826 
B209;176815;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus marinus;Linnaeus, 1758 
B210;176808;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus hyperboreus;Gunnerus, 1767 
B211;176811;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus glaucoides;B. Meyer, 1822 
B212;176824;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus argentatus;Pontoppidan, 1763 
B213;176821;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus fuscus;Linnaeus, 1758 
B214;554270;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus cachinnans;Pallas, 1811 
B215;560740;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Larus armenicus;Buturlin, 1934 
B216;824068;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Ichthyaetus ichthyaetus;Pallas, 1773 
B217;824041;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chtoicocephalus ridibundus;Linnaeus, 1766 
B218;824036;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chroicocephalus genei;Breme, 1839 
B219;824070;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Ichthyaetus melanocephalus;Temminck, 1820 
B220;824065;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Hydrocoloeus minutus;Pallas, 1776 
B221;176851;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Pagophila eburnea;(Phipps, 1774) 
B222;176866;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Xema sabini;Sabine, 1819 
B223;176875;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Rissa tridactyla;(Linnaeus, 1758) 
B224;176882;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Gelochelidon nilotica;(Gmelin, 1789) 
B225;176935;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Hydroprogne caspia;Pallas, 1770 
B226;824139;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Thalasseus bengalensis;Lesson, 1831 
B227;176932;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Thalasseus sandvicensis;Latham, 1787 
B228;176891;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sterna dougallii;Montagu, 1813 
B229;176888;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sterna hirundo;Linnaeus, 1758 
B230;176890;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sterna paradisaea;Pontoppidan, 1763 
B231;824126;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Sternula albifrons;Pallas, 1764 
B232;824105;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Onychoprion fuscatus;Linnaeus, 1766 
B233;726051;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chlidonias hybrida;(Pallas, 1811) 
B234;176958;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chlidonias leucopterus;(Temminck, 1815) 
B235;176959;v1.9 rev 2126ab0;Aves;Charadriiformes;Laridae;Chlidonias niger;(Linnaeus, 1758) 
B236;176982;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Alle alle;(Linnaeus, 1758) 
B237;176974;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Uria aalge;(Pontoppidan, 1763) 
B238;176978;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Uria lomvia;(Linnaeus, 1758) 
B239;176971;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Alca torda;Linnaeus, 1758 
B240;176985;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Cepphus grylle;(Linnaeus, 1758) 
B241;177025;v1.9 rev 2126ab0;Aves;Charadriiformes;Alcidae;Fratercula arctica;(Linnaeus, 1758) 
B242;177045;v1.9 rev 2126ab0;Aves;Columbiformes;Pteroclididae;Pterocles alchata;(Linnaeus, 1766) 
B243;177055;v1.9 rev 2126ab0;Aves;Columbiformes;Pteroclididae;Pterocles orientalis;(Linnaeus, 1758) 
B244;177071;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba livia;Gmelin, 1789 
B245;177098;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba oenas;Linnaeus, 1758 
B246;177103;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba palumbus;Linnaeus, 1758 
B247;177113;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Columba trocaz;Heineken, 1829 
B248;177149;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Streptopelia turtur;(Linnaeus, 1758) 
B249;177139;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Streptopelia decaocto;(Frivaldszky, 1838) 
B250;177147;v1.9 rev 2126ab0;Aves;Columbiformes;Columbidae;Streptopelia senegalensis;(Linnaeus, 1766) 
B251;554674;v1.9 rev 2126ab0;Aves;Cuculiformes;Cuculidae;Clamator glandarius;(Linnaeus, 1758) 
B252;177822;v1.9 rev 2126ab0;Aves;Cuculiformes;Cuculidae;Cuculus canorus;Linnaeus, 1758 
B253;177823;v1.9 rev 2126ab0;Aves;Cuculiformes;Cuculidae;Cuculus saturatus;Blyth, 1843 
B254;177851;v1.9 rev 2126ab0;Aves;Strigiformes;Tytonidae;Tyto alba;(Scopoli, 1769) 
B255;555375;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Otus brucei;(Hume, 1872) 
B256;555376;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Otus scops;(Linnaeus, 1758) 
B257;555404;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Bubo bubo;(Linnaeus, 1758) 
B258;686683;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Bubo scandiacus;(Linnaeus, 1758) 
B259;555428;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Strix aluco;Linnaeus, 1758 
B260;555433;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Strix uralensis;Pallas, 1771 
B261;177929;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Strix nebulosa;J. R. Forster, 1772 
B262;177898;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Surnia ulula;(Linnaeus, 1758) 
B263;555445;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Glaucidium passerinum;(Linnaeus, 1758) 
B264;555471;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Athene noctua;(Scopoli, 1769) 
B265;177938;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Aegolius funereus;(Linnaeus, 1758) 
B266;177932;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Asio otus;(Linnaeus, 1758) 
B267;177935;v1.9 rev 2126ab0;Aves;Strigiformes;Strigidae;Asio flammeus;(Pontoppidan, 1763) 
B268;555568;v1.9 rev 2126ab0;Aves;Caprimulgiformes;Caprimulgidae;Caprimulgus ruficollis;Temminck, 1820 
B269;555569;v1.9 rev 2126ab0;Aves;Caprimulgiformes;Caprimulgidae;Caprimulgus europaeus;Linnaeus, 1758 
B270;555003;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus melba;(Linnaeus, 1758) 
B271;178010;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus apus;(Linnaeus, 1758) 
B272;555006;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus unicolor;(Jardine, 1830) 
B273;555008;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus pallidus;(Shelley, 1870) 
B274;555014;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus affinis;(J. E. Gray, 1830)
B275;555018;v1.9 rev 2126ab0;Aves;Apodiformes;Apodidae;Apus caffer;(Lichtenstein, 1823) 
B276;554549;v1.9 rev 2126ab0;Aves;Coraciiformes;Alcedinidae;Alcedo atthis;(Linnaeus, 1758) 
B277;554585;v1.9 rev 2126ab0;Aves;Coraciiformes;Alcedinidae;Halcyon smyrnensis;(Linnaeus, 1758) 
B278;554636;v1.9 rev 2126ab0;Aves;Coraciiformes;Alcedinidae;Ceryle rudis;(Linnaeus, 1758) 
B279;554658;v1.9 rev 2126ab0;Aves;Coraciiformes;Meropidae;Merops superciliosus;Linnaeus, 1766 
B280;554661;v1.9 rev 2126ab0;Aves;Coraciiformes;Meropidae;Merops apiaster;Linnaeus, 1758 
B281;554518;v1.9 rev 2126ab0;Aves;Coraciiformes;Coraciidae;Coracias garrulus;Linnaeus, 1758 
B282;178117;v1.9 rev 2126ab0;Aves;Coraciiformes;Upupidae;Upupa epops;Linnaeus, 1758 
B283;178150;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Jynx torquilla;Linnaeus, 1758 
B284;554037;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos minor;(Linnaeus, 1758) 
B285;554046;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos medius;(Linnaeus, 1758) 
B287;554048;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos major;(Linnaeus, 1758) 
B288;554049;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dendrocopos syriacus;(Hemprich & Ehrenberg, 1833) 
B289;178251;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Picoides tridactylus;(Linnaeus, 1758) 
B290;554101;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Dryocopus martius;(Linnaeus, 1758) 
B291;554121;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Picus viridis;Linnaeus, 1758 
B292;554125;v1.9 rev 2126ab0;Aves;Piciformes;Picidae;Picus canus;Gmelin, 1788 
B293;558553;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Ammomanes deserti;(Lichtenstein, 1823) 
B294;561038;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Melanocorypha calandra;(Linnaeus, 1766) 
B295;561037;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Melanocorypha bimaculata;(Ménétriés, 1832) 
B296;561039;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Melanocorypha leucoptera;(Pallas, 1811) 
B297;558980;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Calandrella brachydactyla;(Leisler, 1814) 
B298;558985;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Calandrella rufescens;(Vieillot, 1819) 
B299;558981;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Calandrella cheleensis;(Swinhoe, 1871) 
B300;559186;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Chersophilus duponti;(Vieillot, 1824) 
B301;560129;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Galerida cristata;(Linnaeus, 1758) 
B302;560894;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Lullula arborea;(Linnaeus, 1758) 
B303;178398;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Alauda arvensis;Linnaeus, 1758 
B304;554256;v1.9 rev 2126ab0;Aves;Passeriformes;Alaudidae;Eremophila alpestris;(Linnaeus, 1758) 
B305;178436;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Riparia riparia;(Linnaeus, 1758) 
B306;916667;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Ptyonoprogne rupestris;(Scopoli, 1769) 
B307;178448;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Hirundo rustica;Linnaeus, 1758 
B308;916675;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Cecropis daurica;Laxmann, 1769 
B309;726115;v1.9 rev 2126ab0;Aves;Passeriformes;Hirundinidae;Delichon urbicum;(Linnaeus, 1758) 
B310;178476;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla alba;Linnaeus, 1758 
B311;554345;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla citreola;Pallas, 1776 
B312;178483;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla flava;Linnaeus, 1758 
B313;178480;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Motacilla cinerea;Tunstall, 1771 
B314;558640;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus campestris;(Linnaeus, 1758) 
B315;558635;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus berthelotii;Bolle, 1862 
B316;178500;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus trivialis;(Linnaeus, 1758) 
B317;178495;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus hodgsoni;Richmond, 1907 
B318;178497;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus pratensis;(Linnaeus, 1758) 
B319;178498;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus cervinus;(Pallas, 1811) 
B320;558662;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus petrosus;(Montagu, 1798) 
B321;178489;v1.9 rev 2126ab0;Aves;Passeriformes;Motacillidae;Anthus spinoletta;(Linnaeus, 1758) 
B322;562635;v1.9 rev 2126ab0;Aves;Passeriformes;Pycnonotidae;Pycnonotus xanthopygos;(Hemprich & Ehrenberg, 1833) 
B323;562698;v1.9 rev 2126ab0;Aves;Passeriformes;Reguliidae;Regulus regulus;(Linnaeus, 1758) 
B324;916249;v1.9 rev 2126ab0;Aves;Passeriformes;Reguliidae;Regulus ignicapilla;(Temminck, 1820) 
B325;178529;v1.9 rev 2126ab0;Aves;Passeriformes;Bombycillidae;Bombycilla garrulus;(Linnaeus, 1758) 
B326;559287;v1.9 rev 2126ab0;Aves;Passeriformes;Cinclidae;Cinclus cinclus;(Linnaeus, 1758) 
B327;178547;v1.9 rev 2126ab0;Aves;Passeriformes;Troglodytidae;Troglodytes troglodytes;(Linnaeus, 1758) 
B328;562483;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella collaris;(Scopoli, 1769) 
B329;178660;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella montanella;(Pallas, 1776) 
B330;562490;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella ocularis;(Radde, 1884) 
B331;562482;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella atrogularis;(Brandt, 1843) 
B332;562489;v1.9 rev 2126ab0;Aves;Passeriformes;Prunellidae;Prunella modularis;(Linnaeus, 1758) 
B333;561216;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Monticola saxatilis;(Linnaeus, 1766) 
B334;179834;v1.9 rev 2126ab0;Aves;Passeriformes;Muscicapidae;Monticola solitarius;(Linnaeus, 1758) 
B335;563785;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Zoothera dauma;(Latham, 1790) 
B336;563617;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus torquatus;Linnaeus, 1758 
B337;179757;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus merula;Linnaeus, 1758 
B338;563610;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus ruficollis;Pallas, 1776 
B339;179766;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus pilaris;Linnaeus, 1758 
B340;179769;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus iliacus;Linnaeus, 1758 
B341;563604;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus philomelos;C. L. Brehm, 1831 
B342;563619;v1.9 rev 2126ab0;Aves;Passeriformes;Turdidae;Turdus viscivorus;Linnaeus, 1758 
B343;559335;v1.9 rev 2126ab0;Aves;Passeriformes;Cisticolidae;Cisticola juncidis;(Rafinesque, 1810) 
B344;562441;v1.9 rev 2126ab0;Aves;Passeriformes;Cisticolidae;Prinia gracilis;(Lichtenstein, 1823) 
B345;559157;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Cettia cetti;(Temminck, 1820) 
B346;179851;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella lanceolata;(Temminck, 1840) 
B347;560839;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella naevia;(Boddaert, 1783) 
B348;560837;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella fluviatilis;(Wolf, 1810) 
B349;560838;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Locustella luscinioides;(Savi, 1824) 
B350;558420;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus melanopogon;(Temminck, 1823) 
B351;558423;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus paludicola;(Vieillot, 1817) 
B352;558428;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus schoenobaenus;(Linnaeus, 1758) 
B353;558407;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus agricola;(Jerdon, 1845) 
B354;558429;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus scirpaceus;(Hermann, 1804) 
B355;558416;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus dumetorum;Blyth, 1849 
B356;558424;v1.9 rev 2126ab0;Aves;Passeriformes;Sylviidae;Acrocephalus palustris;(Bechstein, 1798) 
