Taxon,Binomial,Family,Insular (Y/N),Maximum mass (log10(g)),Appears in fossil record? (Y/N),Reference for body size,Reference for fossil record
Snakes,Thamnophis mendax,Natricidae,N,1.961706326,N,"Feldman et al., 2016",
Snakes,Thamnophis nigronuchalis,Natricidae,N,2.072479087,N,"Feldman et al., 2016",
Snakes,Thamnophis ordinoides,Natricidae,N,2.394441883,N,"Feldman et al., 2016",
Snakes,Thamnophis postremus,Natricidae,N,2.050609592,N,"Feldman et al., 2016",
Snakes,Thamnophis proximus,Natricidae,N,2.749956583,Y,"Feldman et al., 2016","Harris et al., 1973"
Snakes,Thamnophis pulchrilatus,Natricidae,N,2.081799943,N,"Feldman et al., 2016",
Snakes,Thamnophis radix,Natricidae,N,2.583184836,Y,"Feldman et al., 2016","Holman, 1995"
Snakes,Thamnophis rossmani,Natricidae,N,2.161116668,N,"Feldman et al., 2016",
Snakes,Thamnophis rufipunctatus,Natricidae,N,2.615567129,N,"Feldman et al., 2016",
Snakes,Thamnophis sauritus,Natricidae,N,2.475769917,Y,"Feldman et al., 2016","Holman, 1995"
Snakes,Thamnophis scalaris,Natricidae,N,2.063603676,N,"Feldman et al., 2016",
Snakes,Thamnophis scaliger,Natricidae,N,1.599529384,N,"Feldman et al., 2016",
Snakes,Thamnophis sirtalis,Natricidae,N,2.935660902,Y,"Feldman et al., 2016","Guilday, 1977"
Snakes,Thamnophis sumichrasti,Natricidae,N,2.051757491,N,"Feldman et al., 2016",
Snakes,Thamnophis valida,Natricidae,N,2.58449426,N,"Feldman et al., 2016",
Snakes,Trachischium fuscum,Natricidae,N,1.941358826,N,"Feldman et al., 2016",
Snakes,Trachischium guentheri,Natricidae,N,1.528686179,N,"Feldman et al., 2016",
Snakes,Trachischium laeve,Natricidae,N,1.651679083,N,"Feldman et al., 2016",
Snakes,Trachischium monticola,Natricidae,N,1.812812454,N,"Feldman et al., 2016",
Snakes,Trachischium tenuiceps,Natricidae,N,1.026770295,N,"Feldman et al., 2016",
Snakes,Tropidoclonion lineatum,Natricidae,N,1.646654648,Y,"Feldman et al., 2016","Holman, 1995"
Snakes,Tropidonophis aenigmaticus,Natricidae,Y,2.348899179,N,"Feldman et al., 2016",
Snakes,Tropidonophis dahlii,Natricidae,Y,2.767344368,N,"Feldman et al., 2016",
Snakes,Tropidonophis dendrophiops,Natricidae,Y,2.301863009,N,"Feldman et al., 2016",
Snakes,Tropidonophis dolasii,Natricidae,Y,-0.268370571,N,"Feldman et al., 2016",
Snakes,Tropidonophis doriae,Natricidae,Y,2.522988255,N,"Feldman et al., 2016",
Snakes,Tropidonophis elongatus,Natricidae,Y,2.665904738,N,"Feldman et al., 2016",
Snakes,Tropidonophis halmahericus,Natricidae,Y,2.829354893,N,"Feldman et al., 2016",
Snakes,Tropidonophis hypomelas,Natricidae,Y,2.379421068,N,"Feldman et al., 2016",
Snakes,Tropidonophis mairii,Natricidae,N,2.453,N,"Feldman et al., 2016",
Snakes,Tropidonophis mcdowelli,Natricidae,Y,1.835052817,N,"Feldman et al., 2016",
Snakes,Tropidonophis montanus,Natricidae,Y,2.640956724,N,"Feldman et al., 2016",
Snakes,Tropidonophis multiscutellatus,Natricidae,Y,2.379421068,N,"Feldman et al., 2016",
Snakes,Tropidonophis negrosensis,Natricidae,Y,2.001555407,N,"Feldman et al., 2016",
Snakes,Tropidonophis novaeguineae,Natricidae,Y,2.168327154,N,"Feldman et al., 2016",
Snakes,Tropidonophis parkeri,Natricidae,Y,2.348899179,N,"Feldman et al., 2016",
Snakes,Tropidonophis picturatus,Natricidae,Y,1.671602663,N,"Feldman et al., 2016",
Snakes,Tropidonophis punctiventris,Natricidae,Y,1.339089118,N,"Feldman et al., 2016",
Snakes,Tropidonophis statistictus,Natricidae,Y,2.253232091,N,"Feldman et al., 2016",
Snakes,Tropidonophis truncatus,Natricidae,Y,1.339089118,N,"Feldman et al., 2016",
Snakes,Virginia valeriae,Natricidae,N,1.113278594,Y,"Feldman et al., 2016","Holman, 1995"
Snakes,Xenochrophis asperrimus,Natricidae,Y,2.285835192,N,"Feldman et al., 2016",
Snakes,Xenochrophis bellula,Natricidae,N,1.458697924,N,"Feldman et al., 2016",
Snakes,Xenochrophis cerasogaster,Natricidae,N,2.170075448,N,"Feldman et al., 2016",
Snakes,Xenochrophis flavipunctatus,Natricidae,N,2.714535656,N,"Feldman et al., 2016",
Snakes,Xenochrophis maculatus,Natricidae,N,2.453,N,"Feldman et al., 2016",
Snakes,Xenochrophis melanzostus,Natricidae,Y,2.453,N,"Feldman et al., 2016",
Snakes,Xenochrophis piscator,Natricidae,N,3.255754675,N,"Feldman et al., 2016",
Snakes,Xenochrophis punctulatus,Natricidae,N,1.790221835,N,"Feldman et al., 2016",
Snakes,Xenochrophis sanctijohannis,Natricidae,N,2.589720039,N,"Feldman et al., 2016",
Snakes,Xenochrophis schnurrenbergeri,Natricidae,N,2.293871486,N,"Feldman et al., 2016",
Snakes,Xenochrophis trianguligerus,Natricidae,N,2.883492437,N,"Feldman et al., 2016",
Snakes,Xenochrophis tytleri,Natricidae,Y,2.333391194,N,"Feldman et al., 2016",
Snakes,Xenochrophis vittatus,Natricidae,Y,1.941358826,N,"Feldman et al., 2016",
Snakes,Aplopeltura boa,Pareatidae,N,2.087513079,N,"Feldman et al., 2016",
Snakes,Asthenodipsas laevis,Pareatidae,N,1.735344513,N,"Feldman et al., 2016",
Snakes,Asthenodipsas lasgalenensis,Pareatidae,N,1.997801051,N,"Feldman et al., 2016",
Snakes,Asthenodipsas malaccanus,Pareatidae,N,1.434242158,N,"Feldman et al., 2016",
Snakes,Asthenodipsas tropidonotus,Pareatidae,Y,1.760700925,N,"Feldman et al., 2016",
Snakes,Asthenodipsas vertebralis,Pareatidae,N,1.982760757,N,"Feldman et al., 2016",
Snakes,Pareas boulengeri,Pareatidae,N,1.752644902,N,"Feldman et al., 2016",
Snakes,Pareas carinatus,Pareatidae,N,1.735344513,N,"Feldman et al., 2016",
Snakes,Pareas chinensis,Pareatidae,N,1.86634648,N,"Feldman et al., 2016",
Snakes,Pareas formosensis,Pareatidae,Y,1.869420343,N,"Feldman et al., 2016",
Snakes,Pareas hamptoni,Pareatidae,N,1.904135772,N,"Feldman et al., 2016",
Snakes,Pareas iwasakii,Pareatidae,Y,1.896686276,N,"Feldman et al., 2016",
Snakes,Pareas margaritophorus,Pareatidae,N,1.501791382,N,"Feldman et al., 2016",
Snakes,Pareas monticola,Pareatidae,N,1.752644902,N,"Feldman et al., 2016",
Snakes,Pareas nigriceps,Pareatidae,N,1.587578913,N,"Feldman et al., 2016",
Snakes,Pareas nuchalis,Pareatidae,Y,1.918877561,N,"Feldman et al., 2016",
Snakes,Pareas stanleyi,Pareatidae,N,1.787241069,N,"Feldman et al., 2016",
Snakes,Pareas vindumi,Pareatidae,N,1.830332541,N,"Feldman et al., 2016",
Snakes,Plagiopholis blakewayi,Pseudoxenodontidae,N,1.40358981,N,"Feldman et al., 2016",
Snakes,Plagiopholis delacouri,Pseudoxenodontidae,N,0.414920622,N,"Feldman et al., 2016",
Snakes,Plagiopholis nuchalis,Pseudoxenodontidae,N,1.443447824,N,"Feldman et al., 2016",
Snakes,Plagiopholis styani,Pseudoxenodontidae,N,1.166606735,N,"Feldman et al., 2016",
Snakes,Plagiopholis unipostocularis,Pseudoxenodontidae,N,0.884463736,N,"Feldman et al., 2016",
Snakes,Pseudoxenodon bambusicola,Pseudoxenodontidae,N,1.462805535,N,"Feldman et al., 2016",
Snakes,Pseudoxenodon baramensis,Pseudoxenodontidae,Y,1.91250224,N,"Feldman et al., 2016",
Snakes,Pseudoxenodon inornatus,Pseudoxenodontidae,Y,2.18809179,N,"Feldman et al., 2016",
Snakes,Pseudoxenodon karlschmidti,Pseudoxenodontidae,N,2.665027881,N,"Feldman et al., 2016",
Snakes,Pseudoxenodon macrops,Pseudoxenodontidae,N,2.449939603,N,"Feldman et al., 2016",
Snakes,Pseudoxenodon stejnegeri,Pseudoxenodontidae,N,1.992992414,N,"Feldman et al., 2016",
Snakes,Antaresia childreni,Pythonidae,N,2.74,N,"Feldman et al., 2016",
Snakes,Antaresia maculosa,Pythonidae,N,2.74,N,"Feldman et al., 2016",
Snakes,Antaresia perthensis,Pythonidae,N,2.151657116,N,"Feldman et al., 2016",
Snakes,Antaresia stimsoni,Pythonidae,N,2.74,N,"Feldman et al., 2016",
Snakes,Aspidites melanocephalus,Pythonidae,N,3.795336903,N,"Feldman et al., 2016",
Snakes,Aspidites ramsayi,Pythonidae,N,3.883976703,N,"Feldman et al., 2016",
Snakes,Bothrochilus albertisii,Pythonidae,Y,3.767357819,N,"Feldman et al., 2016",
Snakes,Bothrochilus biakensis,Pythonidae,Y,3.330644081,N,"Feldman et al., 2016",
Snakes,Bothrochilus boa,Pythonidae,Y,3.371298265,N,"Feldman et al., 2016",
Snakes,Bothrochilus fredparkeri,Pythonidae,Y,3.295633819,N,"Feldman et al., 2016",
Snakes,Bothrochilus huonensis,Pythonidae,Y,2.844526244,N,"Feldman et al., 2016",
Snakes,Bothrochilus meridionalis,Pythonidae,Y,3.748320213,N,"Feldman et al., 2016",
Snakes,Liasis fuscus,Pythonidae,N,4.005325568,N,"Feldman et al., 2016",
Snakes,Liasis mackloti,Pythonidae,N,3.795336903,N,"Feldman et al., 2016",
Snakes,Liasis olivaceus,Pythonidae,N,4.336663097,N,"Feldman et al., 2016",
Snakes,Liasis papuana,Pythonidae,Y,4.411894725,N,"Feldman et al., 2016",
Snakes,Malayopython reticulatus,Pythonidae,N,5.392,N,"Feldman et al., 2016",
Snakes,Malayopython timoriensis,Pythonidae,Y,4.005325568,N,"Feldman et al., 2016",
Snakes,Morelia bredli,Pythonidae,N,4.005325568,N,"Feldman et al., 2016",
Snakes,Morelia carinata,Pythonidae,N,3.538331549,N,"Feldman et al., 2016",
Snakes,Morelia spilota,Pythonidae,N,4.336663097,N,"Feldman et al., 2016",
Snakes,Morelia viridis,Pythonidae,N,3.538331549,N,"Feldman et al., 2016",
Snakes,Python anchietae,Pythonidae,N,3.416982684,N,"Feldman et al., 2016",
Snakes,Python bivittatus,Pythonidae,N,5.295965318,N,"Feldman et al., 2016",
Snakes,Python breitensteini,Pythonidae,Y,3.538331549,N,"Feldman et al., 2016",
Snakes,Python brongersmai,Pythonidae,Y,4.005325568,N,"Feldman et al., 2016",
Snakes,Python curtus,Pythonidae,Y,3.538331549,N,"Feldman et al., 2016",
Snakes,Python kyaiktiyo,Pythonidae,N,3.220732738,N,"Feldman et al., 2016",
Snakes,Python molurus,Pythonidae,N,5.078944584,N,"Feldman et al., 2016",
Snakes,Python natalensis,Pythonidae,N,4.803657116,N,"Feldman et al., 2016",
Snakes,Python regius,Pythonidae,N,3.206994019,N,"Feldman et al., 2016",
Snakes,Python sebae,Pythonidae,N,4.703441853,Y,"Feldman et al., 2016","Sereno et al., 2008"
Snakes,Simalia amethistina,Pythonidae,N,5.204818991,N,"Feldman et al., 2016",
Snakes,Simalia boeleni,Pythonidae,Y,3.767357819,N,"Feldman et al., 2016",
Snakes,Simalia clastolepis,Pythonidae,Y,3.895014558,N,"Feldman et al., 2016",
Snakes,Simalia kinghorni,Pythonidae,N,4.593668451,N,"Feldman et al., 2016",
Snakes,Simalia nauta,Pythonidae,Y,3.642380254,N,"Feldman et al., 2016",
Snakes,Simalia oenpelliensis,Pythonidae,N,4.419958344,N,"Feldman et al., 2016",
Snakes,Simalia tracyae,Pythonidae,Y,3.979586439,N,"Feldman et al., 2016",
Snakes,Trachyboa boulengeri,Tropidophiidae,N,1.374117579,N,"Feldman et al., 2016",
Snakes,Trachyboa gularis,Tropidophiidae,N,1.040874494,N,"Feldman et al., 2016",
Snakes,Tropidophis battersbyi,Tropidophiidae,N,1.132235646,N,"Feldman et al., 2016",
Snakes,Tropidophis canus,Tropidophiidae,Y,1.358899857,N,"Feldman et al., 2016",
Snakes,Tropidophis caymanensis,Tropidophiidae,Y,1.671464632,N,"Feldman et al., 2016",
Snakes,Tropidophis celiae,Tropidophiidae,Y,1.293851821,N,"Feldman et al., 2016",
Snakes,Tropidophis curtus,Tropidophiidae,Y,1.33873365,N,"Feldman et al., 2016",
Snakes,Tropidophis feicki,Tropidophiidae,Y,1.613460547,N,"Feldman et al., 2016",
Snakes,Tropidophis fuscus,Tropidophiidae,N,1.144285804,N,"Feldman et al., 2016",
Snakes,Tropidophis galacelidus,Tropidophiidae,Y,1.491369695,N,"Feldman et al., 2016",
Snakes,Tropidophis grapiuna,Tropidophiidae,N,1.054885392,N,"Feldman et al., 2016",
Snakes,Tropidophis greenwayi,Tropidophiidae,Y,1.234698,N,"Feldman et al., 2016",
Snakes,Tropidophis haetianus,Tropidophiidae,Y,1.866042271,N,"Feldman et al., 2016",
Snakes,Tropidophis hardyi,Tropidophiidae,Y,1.258157657,N,"Feldman et al., 2016",
Snakes,Tropidophis hendersoni,Tropidophiidae,Y,1.044782275,N,"Feldman et al., 2016",
Snakes,Tropidophis jamaicensis,Tropidophiidae,Y,1.272561927,N,"Feldman et al., 2016",
Snakes,Tropidophis maculatus,Tropidophiidae,Y,1.398251112,N,"Feldman et al., 2016",
Snakes,Tropidophis melanurus,Tropidophiidae,Y,2.531820659,N,"Feldman et al., 2016",
Snakes,Tropidophis morenoi,Tropidophiidae,Y,1.345493134,N,"Feldman et al., 2016",
Snakes,Tropidophis nigriventris,Tropidophiidae,Y,0.790888038,N,"Feldman et al., 2016",
Snakes,Tropidophis pardalis,Tropidophiidae,Y,1.074658964,N,"Feldman et al., 2016",
Snakes,Tropidophis parkeri,Tropidophiidae,Y,1.775026111,N,"Feldman et al., 2016",
Snakes,Tropidophis paucisquamis,Tropidophiidae,N,1.314773572,N,"Feldman et al., 2016",
Snakes,Tropidophis pilsbryi,Tropidophiidae,Y,1.385275712,N,"Feldman et al., 2016",
Snakes,Tropidophis preciosus,Tropidophiidae,N,1.488378483,N,"Feldman et al., 2016",
Snakes,Tropidophis schwartzi,Tropidophiidae,Y,1.430093592,N,"Feldman et al., 2016",
Snakes,Tropidophis semicinctus,Tropidophiidae,Y,1.500299214,N,"Feldman et al., 2016",
Snakes,Tropidophis spiritus,Tropidophiidae,Y,1.388532631,N,"Feldman et al., 2016",
Snakes,Tropidophis stejnegeri,Tropidophiidae,Y,1.814547502,N,"Feldman et al., 2016",
Snakes,Tropidophis stullae,Tropidophiidae,Y,0.955115747,N,"Feldman et al., 2016",
Snakes,Tropidophis taczanowskyi,Tropidophiidae,N,1.148259352,N,"Feldman et al., 2016",
Snakes,Tropidophis wrighti,Tropidophiidae,Y,1.716937624,N,"Feldman et al., 2016",
Snakes,Tropidophis xanthogaster,Tropidophiidae,Y,0.853216552,N,"Feldman et al., 2016",
Snakes,Acutotyphlops banaorum,Typhlopidae,Y,1.303386554,N,"Feldman et al., 2016",
Snakes,Acutotyphlops infralabialis,Typhlopidae,Y,1.481015077,N,"Feldman et al., 2016",
Snakes,Acutotyphlops kunuaensis,Typhlopidae,Y,1.485320716,N,"Feldman et al., 2016",
Snakes,Acutotyphlops solomonis,Typhlopidae,Y,1.786313813,N,"Feldman et al., 2016",
Snakes,Acutotyphlops subocularis,Typhlopidae,Y,1.573167547,N,"Feldman et al., 2016",
Snakes,Afrotyphlops angeli,Typhlopidae,N,1.450547548,N,"Feldman et al., 2016",
Snakes,Afrotyphlops angolensis,Typhlopidae,N,2.400575754,N,"Feldman et al., 2016",
Snakes,Afrotyphlops anomalus,Typhlopidae,N,2.078730155,N,"Feldman et al., 2016",
Snakes,Afrotyphlops bibronii,Typhlopidae,N,1.903133921,N,"Feldman et al., 2016",
Snakes,Afrotyphlops blanfordii,Typhlopidae,N,1.350841185,N,"Feldman et al., 2016",
Snakes,Afrotyphlops brevis,Typhlopidae,N,2.63736168,N,"Feldman et al., 2016",
Snakes,Afrotyphlops congestus,Typhlopidae,N,2.63736168,N,"Feldman et al., 2016",
Snakes,Afrotyphlops decorosus,Typhlopidae,N,1.971255059,N,"Feldman et al., 2016",
Snakes,Afrotyphlops elegans,Typhlopidae,Y,1.675659629,N,"Feldman et al., 2016",
Snakes,Afrotyphlops fornasinii,Typhlopidae,N,0.316721361,N,"Feldman et al., 2016",
Snakes,Afrotyphlops gierrai,Typhlopidae,N,1.88982389,N,"Feldman et al., 2016",
Snakes,Afrotyphlops kaimosae,Typhlopidae,N,0.601695232,N,"Feldman et al., 2016",
Snakes,Afrotyphlops liberiensis,Typhlopidae,N,2.709111322,N,"Feldman et al., 2016",
Snakes,Afrotyphlops lineolatus,Typhlopidae,N,2.351222644,N,"Feldman et al., 2016",
Snakes,Afrotyphlops manni,Typhlopidae,N,1.428425135,N,"Feldman et al., 2016",
Snakes,Afrotyphlops mucruso,Typhlopidae,N,2.984733274,N,"Feldman et al., 2016",
Snakes,Afrotyphlops nanus,Typhlopidae,N,-0.268111322,N,"Feldman et al., 2016",
Snakes,Afrotyphlops nigrocandidus,Typhlopidae,N,2.173865019,N,"Feldman et al., 2016",
Snakes,Afrotyphlops obtusus,Typhlopidae,N,1.481015077,N,"Feldman et al., 2016",
Snakes,Afrotyphlops punctatus,Typhlopidae,N,2.400575754,N,"Feldman et al., 2016",
Snakes,Afrotyphlops rondoensis,Typhlopidae,N,1.472368967,N,"Feldman et al., 2016",
Snakes,Afrotyphlops schlegelii,Typhlopidae,N,2.898017587,N,"Feldman et al., 2016",
Snakes,Afrotyphlops schmidti,Typhlopidae,N,2.261022599,N,"Feldman et al., 2016",
Snakes,Afrotyphlops steinhausi,Typhlopidae,N,2.300302509,N,"Feldman et al., 2016",
Snakes,Afrotyphlops tanganicanus,Typhlopidae,N,1.556801594,N,"Feldman et al., 2016",
Snakes,Afrotyphlops usambaricus,Typhlopidae,N,2.261022599,N,"Feldman et al., 2016",
Snakes,Amerotyphlops amoipira,Typhlopidae,N,1.119889567,N,"Feldman et al., 2016",
Snakes,Amerotyphlops arenensis,Typhlopidae,N,0.730645416,N,"Feldman et al., 2016",
Snakes,Amerotyphlops brongersmianus,Typhlopidae,N,1.264385252,N,"Feldman et al., 2016",
Snakes,Amerotyphlops costaricensis,Typhlopidae,N,1.428425135,N,"Feldman et al., 2016",
Snakes,Amerotyphlops lehneri,Typhlopidae,N,0.360665193,N,"Feldman et al., 2016",
Snakes,Amerotyphlops microstomus,Typhlopidae,N,1.454935648,N,"Feldman et al., 2016",
Snakes,Amerotyphlops minuisquamus,Typhlopidae,N,1.432874097,N,"Feldman et al., 2016",
Snakes,Amerotyphlops paucisquamus,Typhlopidae,N,0.107640622,N,"Feldman et al., 2016",
Snakes,Amerotyphlops reticulatus,Typhlopidae,N,2.024357168,N,"Feldman et al., 2016",
Snakes,Amerotyphlops stadelmani,Typhlopidae,N,1.188598735,N,"Feldman et al., 2016",
Snakes,Amerotyphlops tasymicris,Typhlopidae,Y,0.453301672,N,"Feldman et al., 2016",
Snakes,Amerotyphlops tenuis,Typhlopidae,N,1.269312597,N,"Feldman et al., 2016",
Snakes,Amerotyphlops trinitatus,Typhlopidae,Y,0.778120116,N,"Feldman et al., 2016",
Snakes,Amerotyphlops tycherus,Typhlopidae,N,1.476697848,N,"Feldman et al., 2016",
Snakes,Amerotyphlops yonenagae,Typhlopidae,N,-0.610041167,N,"Feldman et al., 2016",
Snakes,Anilios affinis,Typhlopidae,N,0.63856696,N,"Feldman et al., 2016",
Snakes,Anilios ammodytes,Typhlopidae,N,0.856372197,N,"Feldman et al., 2016",
Snakes,Anilios aspinus,Typhlopidae,N,1.031072439,N,"Feldman et al., 2016",
Snakes,Anilios australis,Typhlopidae,N,1.955296226,N,"Feldman et al., 2016",
Snakes,Anilios batillus,Typhlopidae,N,1.23951887,N,"Feldman et al., 2016",
Snakes,Anilios bicolor,Typhlopidae,N,1.675659629,N,"Feldman et al., 2016",
Snakes,Anilios bituberculatus,Typhlopidae,N,1.786313813,N,"Feldman et al., 2016",
Snakes,Anilios broomi,Typhlopidae,N,0.843592452,N,"Feldman et al., 2016",
Snakes,Anilios centralis,Typhlopidae,N,1.23951887,N,"Feldman et al., 2016",
Snakes,Anilios chamodracaena,Typhlopidae,N,0.563955855,N,"Feldman et al., 2016",
Snakes,Anilios diversus,Typhlopidae,N,1.383243288,N,"Feldman et al., 2016",
Snakes,Anilios endoterus,Typhlopidae,N,1.597407548,N,"Feldman et al., 2016",
Snakes,Anilios erycinus,Typhlopidae,Y,0.996455638,N,"Feldman et al., 2016",
Snakes,Anilios ganei,Typhlopidae,N,1.312990472,N,"Feldman et al., 2016",
Snakes,Anilios grypus,Typhlopidae,N,1.786313813,N,"Feldman et al., 2016",
Snakes,Anilios guentheri,Typhlopidae,N,1.597407548,N,"Feldman et al., 2016",
Snakes,Anilios hamatus,Typhlopidae,N,1.675659629,N,"Feldman et al., 2016",
Snakes,Anilios howi,Typhlopidae,N,0.563955855,N,"Feldman et al., 2016",
Snakes,Anilios kimberleyensis,Typhlopidae,N,1.114480289,N,"Feldman et al., 2016",
Snakes,Anilios leptosomus,Typhlopidae,N,1.597407548,N,"Feldman et al., 2016",
Snakes,Anilios leucoproctus,Typhlopidae,N,0.843592452,N,"Feldman et al., 2016",
Snakes,Anilios ligatus,Typhlopidae,N,1.955296226,N,"Feldman et al., 2016",
Snakes,Anilios longissimus,Typhlopidae,Y,0.955101794,N,"Feldman et al., 2016",
Snakes,Anilios margaretae,Typhlopidae,N,1.167769228,N,"Feldman et al., 2016",
Snakes,Anilios micrommus,Typhlopidae,N,0.525307009,N,"Feldman et al., 2016",
Snakes,Anilios minimus,Typhlopidae,Y,0.485703774,N,"Feldman et al., 2016",
Snakes,Anilios nema,Typhlopidae,N,0.955101794,N,"Feldman et al., 2016",
Snakes,Anilios nigrescens,Typhlopidae,N,2.605601246,N,"Feldman et al., 2016",
Snakes,Anilios nigricaudus,Typhlopidae,N,1.214260875,N,"Feldman et al., 2016",
Snakes,Anilios nigroterminatus,Typhlopidae,N,0.996455638,N,"Feldman et al., 2016",
Snakes,Anilios pilbarensis,Typhlopidae,N,1.472368967,N,"Feldman et al., 2016",
Snakes,Anilios pinguis,Typhlopidae,N,2.108159412,N,"Feldman et al., 2016",
Snakes,Anilios polygrammicus,Typhlopidae,N,1.577233074,N,"Feldman et al., 2016",
Snakes,Anilios proximus,Typhlopidae,N,2.605601246,N,"Feldman et al., 2016",
Snakes,Anilios robertsi,Typhlopidae,N,1.081635806,N,"Feldman et al., 2016",
Snakes,Anilios silvia,Typhlopidae,N,0.485703774,N,"Feldman et al., 2016",
Snakes,Anilios splendidus,Typhlopidae,N,1.993333966,N,"Feldman et al., 2016",
Snakes,Anilios torresianus,Typhlopidae,N,1.597407548,N,"Feldman et al., 2016",
Snakes,Anilios tovelli,Typhlopidae,N,-0.307073145,N,"Feldman et al., 2016",
Snakes,Anilios troglodytes,Typhlopidae,N,1.605406814,N,"Feldman et al., 2016",
Snakes,Anilios unguirostris,Typhlopidae,N,2.494947062,N,"Feldman et al., 2016",
Snakes,Anilios waitii,Typhlopidae,N,2.247712568,N,"Feldman et al., 2016",
Snakes,Anilios wiedii,Typhlopidae,N,1.136008794,N,"Feldman et al., 2016",
Snakes,Anilios yampiensis,Typhlopidae,N,-0.230073582,N,"Feldman et al., 2016",
Snakes,Anilios yirrikalae,Typhlopidae,N,0.485703774,N,"Feldman et al., 2016",
Snakes,Argyrophis bothriorhynchus,Typhlopidae,N,0.737514161,N,"Feldman et al., 2016",
Snakes,Argyrophis diardii,Typhlopidae,N,1.713399006,N,"Feldman et al., 2016",
Snakes,Argyrophis fuscus,Typhlopidae,N,0.594218065,N,"Feldman et al., 2016",
Snakes,Argyrophis giadinhensis,Typhlopidae,N,0.754558419,N,"Feldman et al., 2016",
Snakes,Argyrophis hypsobothrius,Typhlopidae,Y,1.053742068,N,"Feldman et al., 2016",
Snakes,Argyrophis klemmeri,Typhlopidae,N,0.034961866,N,"Feldman et al., 2016",
Snakes,Argyrophis koshunensis,Typhlopidae,Y,1.081635806,N,"Feldman et al., 2016",
Snakes,Argyrophis muelleri,Typhlopidae,N,1.8730295,N,"Feldman et al., 2016",
Snakes,Argyrophis oatesii,Typhlopidae,Y,0.485703774,N,"Feldman et al., 2016",
Snakes,Argyrophis roxaneae,Typhlopidae,N,0.716819042,N,"Feldman et al., 2016",
Snakes,Argyrophis siamensis,Typhlopidae,N,1.162519307,N,"Feldman et al., 2016",
Snakes,Argyrophis trangensis,Typhlopidae,N,0.887883024,N,"Feldman et al., 2016",
Snakes,Cyclotyphlops deharvengi,Typhlopidae,Y,0.02430502,N,"Feldman et al., 2016",
Snakes,Grypotyphlops acutus,Typhlopidae,N,1.188598735,N,"Feldman et al., 2016",
Snakes,Indotyphlops ahsanai,Typhlopidae,N,0.225047867,N,"Feldman et al., 2016",
Snakes,Indotyphlops albiceps,Typhlopidae,N,1.14666564,N,"Feldman et al., 2016",
Snakes,Indotyphlops braminus,Typhlopidae,N,0.316721361,N,"Feldman et al., 2016",
Snakes,Indotyphlops exiguus,Typhlopidae,N,0.453301672,N,"Feldman et al., 2016",
Snakes,Indotyphlops filiformis,Typhlopidae,N,-0.144677393,N,"Feldman et al., 2016",
Snakes,Indotyphlops fletcheri,Typhlopidae,N,0.013576889,N,"Feldman et al., 2016",
Snakes,Indotyphlops jerdoni,Typhlopidae,N,1.02535461,N,"Feldman et al., 2016",
Snakes,Indotyphlops khoratensis,Typhlopidae,N,-0.074933817,N,"Feldman et al., 2016",
Snakes,Indotyphlops lankaensis,Typhlopidae,Y,-0.2052072,N,"Feldman et al., 2016",
Snakes,Indotyphlops lazelli,Typhlopidae,Y,0.107640622,N,"Feldman et al., 2016",
Snakes,Indotyphlops leucomelas,Typhlopidae,Y,-0.2052072,N,"Feldman et al., 2016",
Snakes,Indotyphlops loveridgei,Typhlopidae,N,0.548607896,N,"Feldman et al., 2016",
Snakes,Indotyphlops madgemintonae,Typhlopidae,N,0.485703774,N,"Feldman et al., 2016",
Snakes,Indotyphlops malcolmi,Typhlopidae,Y,-0.517485709,N,"Feldman et al., 2016",
Snakes,Indotyphlops meszoelyi,Typhlopidae,N,0.307786243,N,"Feldman et al., 2016",
Snakes,Indotyphlops ozakiae,Typhlopidae,N,0.280678282,N,"Feldman et al., 2016",
Snakes,Indotyphlops pammeces,Typhlopidae,N,-0.030067968,N,"Feldman et al., 2016",
Snakes,Indotyphlops porrectus,Typhlopidae,N,1.053742068,N,"Feldman et al., 2016",
Snakes,Indotyphlops schmutzi,Typhlopidae,Y,-0.086349164,N,"Feldman et al., 2016",
Snakes,Indotyphlops tenebrarum,Typhlopidae,Y,-0.444237842,N,"Feldman et al., 2016",
Snakes,Indotyphlops tenuicollis,Typhlopidae,N,1.450547548,N,"Feldman et al., 2016",
Snakes,Indotyphlops veddae,Typhlopidae,Y,-0.777260138,N,"Feldman et al., 2016",
Snakes,Indotyphlops violaceus,Typhlopidae,Y,-0.458622239,N,"Feldman et al., 2016",
Snakes,Lemuriatyphlops domerguei,Typhlopidae,Y,0.280678282,N,"Feldman et al., 2016",
Snakes,Lemuriatyphlops microcephalus,Typhlopidae,Y,0.744353615,N,"Feldman et al., 2016",
Snakes,Lemuriatyphlops reuteri,Typhlopidae,Y,0.653081535,N,"Feldman et al., 2016",
Snakes,Letheobia acutirostrata,Typhlopidae,N,1.775585683,N,"Feldman et al., 2016",
Snakes,Letheobia caeca,Typhlopidae,N,1.694640319,N,"Feldman et al., 2016",
Snakes,Letheobia crossii,Typhlopidae,N,1.188598735,N,"Feldman et al., 2016",
Snakes,Letheobia debilis,Typhlopidae,N,1.883127222,N,"Feldman et al., 2016",
Snakes,Letheobia episcopus,Typhlopidae,N,1.322537224,N,"Feldman et al., 2016",
Snakes,Letheobia erythraea,Typhlopidae,N,0.81119035,N,"Feldman et al., 2016",
