Taxon,Binomial,Family,Insular (Y/N),Maximum mass (log10(g)),Appears in fossil record? (Y/N),Reference for body size,Reference for fossil record
Lizards,Hemidactylus jubensis,Gekkonidae,N,0.852653728,N,"Feldman et al., 2016",
Lizards,Hemidactylus jumailiae,Gekkonidae,N,0.54586563,N,"Feldman et al., 2016",
Lizards,Hemidactylus kamdemtohami,Gekkonidae,N,0.869664804,N,"Feldman et al., 2016",
Lizards,Hemidactylus karenorum,Gekkonidae,N,0.606272826,N,"Feldman et al., 2016",
Lizards,Hemidactylus klauberi,Gekkonidae,N,0.151165806,N,"Feldman et al., 2016",
Lizards,Hemidactylus kundaensis,Gekkonidae,N,0.563437531,N,"Feldman et al., 2016",
Lizards,Hemidactylus kushmorensis,Gekkonidae,N,0.482253557,N,"Feldman et al., 2016",
Lizards,Hemidactylus kyaboboensis,Gekkonidae,N,1.085497421,N,"Feldman et al., 2016",
Lizards,Hemidactylus laevis,Gekkonidae,N,0.151165806,N,"Feldman et al., 2016",
Lizards,Hemidactylus lamaensis,Gekkonidae,N,0.472884284,N,"Feldman et al., 2016",
Lizards,Hemidactylus lankae,Gekkonidae,Y,1.01279269,N,"Feldman et al., 2016",
Lizards,Hemidactylus laticaudatus,Gekkonidae,N,0.667786863,N,"Feldman et al., 2016",
Lizards,Hemidactylus lavadeserticus,Gekkonidae,N,0.439503101,N,"Feldman et al., 2016",
Lizards,Hemidactylus lemurinus,Gekkonidae,N,0.852653728,N,"Feldman et al., 2016",
Lizards,Hemidactylus leschenaultii,Gekkonidae,N,1.180403706,N,"Feldman et al., 2016",
Lizards,Hemidactylus longicephalus,Gekkonidae,N,0.982430036,N,"Feldman et al., 2016",
Lizards,Hemidactylus lopezjuradoi,Gekkonidae,Y,0.18152846,N,"Feldman et al., 2016",
Lizards,Hemidactylus luqueorum,Gekkonidae,N,1.127094451,N,"Feldman et al., 2016",
Lizards,Hemidactylus mabouia,Gekkonidae,N,1.154045266,N,"Feldman et al., 2016",
Lizards,Hemidactylus macropholis,Gekkonidae,N,1.167296901,N,"Feldman et al., 2016",
Lizards,Hemidactylus maculatus,Gekkonidae,N,1.518874036,N,"Feldman et al., 2016",
Lizards,Hemidactylus makolowodei,Gekkonidae,N,1.282796126,N,"Feldman et al., 2016",
Lizards,Hemidactylus mandebensis,Gekkonidae,N,0.225678014,N,"Feldman et al., 2016",
Lizards,Hemidactylus masirahensis,Gekkonidae,Y,0.322781036,N,"Feldman et al., 2016",
Lizards,Hemidactylus matschiei,Gekkonidae,N,-0.312248844,N,"Feldman et al., 2016",
Lizards,Hemidactylus megalops,Gekkonidae,N,0.055173726,N,"Feldman et al., 2016",
Lizards,Hemidactylus mercatorius,Gekkonidae,N,0.647630745,N,"Feldman et al., 2016",
Lizards,Hemidactylus mindiae,Gekkonidae,N,0.597827293,N,"Feldman et al., 2016",
Lizards,Hemidactylus minutus,Gekkonidae,N,0.007604739,N,"Feldman et al., 2016",
Lizards,Hemidactylus modestus,Gekkonidae,N,0.322781036,N,"Feldman et al., 2016",
Lizards,Hemidactylus mrimaensis,Gekkonidae,N,0.439503101,N,"Feldman et al., 2016",
Lizards,Hemidactylus muriceus,Gekkonidae,N,0.627130061,N,"Feldman et al., 2016",
Lizards,Hemidactylus newtoni,Gekkonidae,Y,0.443365458,N,"Feldman et al., 2016",
Lizards,Hemidactylus ophiolepis,Gekkonidae,N,0.322781036,N,"Feldman et al., 2016",
Lizards,Hemidactylus ophiolepoides,Gekkonidae,N,0.44913577,N,"Feldman et al., 2016",
Lizards,Hemidactylus oxyrhinus,Gekkonidae,Y,0.44913577,N,"Feldman et al., 2016",
Lizards,Hemidactylus palaichthus,Gekkonidae,N,0.869664804,N,"Feldman et al., 2016",
Lizards,Hemidactylus parvimaculatus,Gekkonidae,N,0.484584482,N,"Feldman et al., 2016",
Lizards,Hemidactylus paucituberculatus,Gekkonidae,N,0.132572243,N,"Feldman et al., 2016",
Lizards,Hemidactylus persicus,Gekkonidae,N,0.960239548,N,"Feldman et al., 2016",
Lizards,Hemidactylus pieresii,Gekkonidae,Y,1.000739716,N,"Feldman et al., 2016",
Lizards,Hemidactylus platycephalus,Gekkonidae,N,1.206195255,N,"Feldman et al., 2016",
Lizards,Hemidactylus platyurus,Gekkonidae,N,0.835397879,N,"Feldman et al., 2016",
Lizards,Hemidactylus prashadi,Gekkonidae,N,1.218885964,N,"Feldman et al., 2016",
Lizards,Hemidactylus principensis,Gekkonidae,Y,0.780270184,N,"Feldman et al., 2016",
Lizards,Hemidactylus pseudomuriceus,Gekkonidae,N,0.585046418,N,"Feldman et al., 2016",
Lizards,Hemidactylus puccionii,Gekkonidae,N,0.18152846,N,"Feldman et al., 2016",
Lizards,Hemidactylus pumilio,Gekkonidae,Y,-0.08607885,N,"Feldman et al., 2016",
Lizards,Hemidactylus reticulatus,Gekkonidae,N,0.667786863,N,"Feldman et al., 2016",
Lizards,Hemidactylus richardsonii,Gekkonidae,N,1.01279269,N,"Feldman et al., 2016",
Lizards,Hemidactylus robustus,Gekkonidae,N,0.667786863,N,"Feldman et al., 2016",
Lizards,Hemidactylus romeshkanicus,Gekkonidae,N,0.852653728,N,"Feldman et al., 2016",
Lizards,Hemidactylus ruspolii,Gekkonidae,N,0.541432128,N,"Feldman et al., 2016",
Lizards,Hemidactylus saba,Gekkonidae,N,0.64966167,N,"Feldman et al., 2016",
Lizards,Hemidactylus sataraensis,Gekkonidae,N,0.359522752,N,"Feldman et al., 2016",
Lizards,Hemidactylus scabriceps,Gekkonidae,N,0.322781036,N,"Feldman et al., 2016",
Lizards,Hemidactylus shihraensis,Gekkonidae,N,0.405166091,N,"Feldman et al., 2016",
Lizards,Hemidactylus sinaitus,Gekkonidae,N,0.606272826,N,"Feldman et al., 2016",
Lizards,Hemidactylus smithi,Gekkonidae,N,0.606272826,N,"Feldman et al., 2016",
Lizards,Hemidactylus somalicus,Gekkonidae,N,0.268259793,N,"Feldman et al., 2016",
Lizards,Hemidactylus squamulatus,Gekkonidae,N,0.400179553,N,"Feldman et al., 2016",
Lizards,Hemidactylus stejnegeri,Gekkonidae,N,0.659765022,N,"Feldman et al., 2016",
Lizards,Hemidactylus tanganicus,Gekkonidae,N,1.01279269,N,"Feldman et al., 2016",
Lizards,Hemidactylus tasmani,Gekkonidae,N,0.982430036,N,"Feldman et al., 2016",
Lizards,Hemidactylus taylori,Gekkonidae,N,0.99770745,N,"Feldman et al., 2016",
Lizards,Hemidactylus tenkatei,Gekkonidae,Y,0.701293452,N,"Feldman et al., 2016",
Lizards,Hemidactylus thayene,Gekkonidae,N,0.293101526,N,"Feldman et al., 2016",
Lizards,Hemidactylus treutleri,Gekkonidae,N,0.856075301,N,"Feldman et al., 2016",
Lizards,Hemidactylus triedrus,Gekkonidae,N,1.206195255,N,"Feldman et al., 2016",
Lizards,Hemidactylus tropidolepis,Gekkonidae,N,0.512207833,N,"Feldman et al., 2016",
Lizards,Hemidactylus turcicus,Gekkonidae,N,0.687609806,N,"Feldman et al., 2016",
Lizards,Hemidactylus ulii,Gekkonidae,N,0.202334002,N,"Feldman et al., 2016",
Lizards,Hemidactylus vietnamensis,Gekkonidae,N,0.627130061,N,"Feldman et al., 2016",
Lizards,Hemidactylus yerburii,Gekkonidae,N,0.935394173,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus aurantiacus,Gekkonidae,N,0.116854314,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus banaensis,Gekkonidae,N,0.472884284,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus chiangmaiensis,Gekkonidae,N,0.216977172,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus engganoensis,Gekkonidae,Y,0.097716768,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus ganoklonis,Gekkonidae,Y,-0.006340311,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus harterti,Gekkonidae,N,0.242892579,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus insularis,Gekkonidae,Y,0.097716768,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus kiziriani,Gekkonidae,N,0.205276974,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus larutensis,Gekkonidae,N,0.500775327,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus margarethae,Gekkonidae,Y,0.372376688,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus tehtarik,Gekkonidae,N,0.193461502,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus titiwangsaensis,Gekkonidae,N,0.709043145,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus typus,Gekkonidae,N,0.667786863,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus yunnanensis,Gekkonidae,N,0.541432128,N,"Feldman et al., 2016",
Lizards,Hemiphyllodactylus zugi,Gekkonidae,N,0.36468087,N,"Feldman et al., 2016",
Lizards,Heteronotia atra,Gekkonidae,N,0.71674308,N,"Feldman et al., 2016",
Lizards,Heteronotia binoei,Gekkonidae,N,0.563437531,N,"Feldman et al., 2016",
Lizards,Heteronotia fasciolatus,Gekkonidae,N,0.606272826,N,"Feldman et al., 2016",
Lizards,Heteronotia planiceps,Gekkonidae,N,0.44913577,N,"Feldman et al., 2016",
Lizards,Heteronotia spelea,Gekkonidae,N,0.585046418,N,"Feldman et al., 2016",
Lizards,Homopholis arnoldi,Gekkonidae,N,1.595043173,N,"Feldman et al., 2016",
Lizards,Homopholis fasciata,Gekkonidae,N,1.042405572,N,"Feldman et al., 2016",
Lizards,Homopholis mulleri,Gekkonidae,N,1.027690531,N,"Feldman et al., 2016",
Lizards,Homopholis walbergii,Gekkonidae,N,1.528663975,N,"Feldman et al., 2016",
Lizards,Kolekanos plumicaudus,Gekkonidae,N,0.374931025,N,"Feldman et al., 2016",
Lizards,Lepidodactylus aureolineatus,Gekkonidae,Y,0.301269055,N,"Feldman et al., 2016",
Lizards,Lepidodactylus balioburius,Gekkonidae,Y,0.141905059,N,"Feldman et al., 2016",
Lizards,Lepidodactylus browni,Gekkonidae,Y,0.387621734,N,"Feldman et al., 2016",
Lizards,Lepidodactylus buleli,Gekkonidae,Y,0.104129943,N,"Feldman et al., 2016",
Lizards,Lepidodactylus christiani,Gekkonidae,Y,0.338665517,N,"Feldman et al., 2016",
Lizards,Lepidodactylus euaensis,Gekkonidae,Y,0.44913577,N,"Feldman et al., 2016",
Lizards,Lepidodactylus flaviocularis,Gekkonidae,Y,0.424907455,N,"Feldman et al., 2016",
Lizards,Lepidodactylus gardineri,Gekkonidae,Y,0.528032427,N,"Feldman et al., 2016",
Lizards,Lepidodactylus guppyi,Gekkonidae,Y,0.550282802,N,"Feldman et al., 2016",
Lizards,Lepidodactylus herrei,Gekkonidae,Y,0.563437531,N,"Feldman et al., 2016",
Lizards,Lepidodactylus intermedius,Gekkonidae,Y,0.240040591,N,"Feldman et al., 2016",
Lizards,Lepidodactylus labialis,Gekkonidae,Y,0.726298993,N,"Feldman et al., 2016",
Lizards,Lepidodactylus listeri,Gekkonidae,Y,0.484584482,N,"Feldman et al., 2016",
Lizards,Lepidodactylus lombocensis,Gekkonidae,Y,0.138802183,N,"Feldman et al., 2016",
Lizards,Lepidodactylus lugubris,Gekkonidae,N,0.472884284,N,"Feldman et al., 2016",
Lizards,Lepidodactylus magnus,Gekkonidae,Y,0.869664804,N,"Feldman et al., 2016",
Lizards,Lepidodactylus manni,Gekkonidae,Y,0.402675414,N,"Feldman et al., 2016",
Lizards,Lepidodactylus moestus,Gekkonidae,Y,0.196426301,N,"Feldman et al., 2016",
Lizards,Lepidodactylus mutahi,Gekkonidae,Y,0.591453882,N,"Feldman et al., 2016",
Lizards,Lepidodactylus novaeguineae,Gekkonidae,Y,0.322781036,N,"Feldman et al., 2016",
Lizards,Lepidodactylus oligoporus,Gekkonidae,Y,0.400179553,N,"Feldman et al., 2016",
Lizards,Lepidodactylus oortii,Gekkonidae,Y,0.606272826,N,"Feldman et al., 2016",
Lizards,Lepidodactylus orientalis,Gekkonidae,Y,0.268259793,N,"Feldman et al., 2016",
Lizards,Lepidodactylus paurolepis,Gekkonidae,Y,0.163403267,N,"Feldman et al., 2016",
Lizards,Lepidodactylus planicaudus,Gekkonidae,Y,0.225678014,N,"Feldman et al., 2016",
Lizards,Lepidodactylus pulcher,Gekkonidae,Y,0.563437531,N,"Feldman et al., 2016",
Lizards,Lepidodactylus pumilus,Gekkonidae,N,0.400179553,N,"Feldman et al., 2016",
Lizards,Lepidodactylus ranauensis,Gekkonidae,Y,0.392660652,N,"Feldman et al., 2016",
Lizards,Lepidodactylus shebae,Gekkonidae,Y,0.061817847,N,"Feldman et al., 2016",
Lizards,Lepidodactylus tepukapili,Gekkonidae,Y,0.456309834,N,"Feldman et al., 2016",
Lizards,Lepidodactylus vanuatuensis,Gekkonidae,Y,0.385094313,N,"Feldman et al., 2016",
Lizards,Lepidodactylus woodfordi,Gekkonidae,Y,0.211141342,N,"Feldman et al., 2016",
Lizards,Lepidodactylus yami,Gekkonidae,Y,0.242892579,N,"Feldman et al., 2016",
Lizards,Luperosaurus angliit,Gekkonidae,Y,0.758231081,N,"Feldman et al., 2016",
Lizards,Luperosaurus brooksii,Gekkonidae,Y,0.637424209,N,"Feldman et al., 2016",
Lizards,Luperosaurus browni,Gekkonidae,N,0.791139691,N,"Feldman et al., 2016",
Lizards,Luperosaurus corfieldi,Gekkonidae,Y,1.218885964,N,"Feldman et al., 2016",
Lizards,Luperosaurus cumingii,Gekkonidae,Y,1.106476279,N,"Feldman et al., 2016",
Lizards,Luperosaurus gulat,Gekkonidae,Y,1.032124033,N,"Feldman et al., 2016",
Lizards,Luperosaurus iskandari,Gekkonidae,Y,0.842330042,N,"Feldman et al., 2016",
Lizards,Luperosaurus joloensis,Gekkonidae,Y,0.055173726,N,"Feldman et al., 2016",
Lizards,Luperosaurus kubli,Gekkonidae,Y,1.343472063,N,"Feldman et al., 2016",
Lizards,Luperosaurus macgregori,Gekkonidae,Y,0.645596375,N,"Feldman et al., 2016",
Lizards,Luperosaurus palawanensis,Gekkonidae,Y,0.496171633,N,"Feldman et al., 2016",
Lizards,Luperosaurus sorok,Gekkonidae,Y,0.011065812,N,"Feldman et al., 2016",
Lizards,Luperosaurus yasumai,Gekkonidae,Y,0.148086829,N,"Feldman et al., 2016",
Lizards,Lygodactylus angolensis,Gekkonidae,N,0.055173726,N,"Feldman et al., 2016",
Lizards,Lygodactylus angularis,Gekkonidae,N,0.349139476,N,"Feldman et al., 2016",
Lizards,Lygodactylus arnoulti,Gekkonidae,Y,0.088032241,N,"Feldman et al., 2016",
Lizards,Lygodactylus bernardi,Gekkonidae,N,0.18152846,N,"Feldman et al., 2016",
Lizards,Lygodactylus bivittis,Gekkonidae,Y,0.058500387,N,"Feldman et al., 2016",
Lizards,Lygodactylus blancae,Gekkonidae,Y,0.021389498,N,"Feldman et al., 2016",
Lizards,Lygodactylus blanci,Gekkonidae,Y,0.157300145,N,"Feldman et al., 2016",
Lizards,Lygodactylus bradfieldi,Gekkonidae,N,-0.163477367,N,"Feldman et al., 2016",
Lizards,Lygodactylus broadleyi,Gekkonidae,N,-0.482124754,N,"Feldman et al., 2016",
Lizards,Lygodactylus capensis,Gekkonidae,N,0.268259793,N,"Feldman et al., 2016",
Lizards,Lygodactylus chobiensis,Gekkonidae,N,0.295830221,N,"Feldman et al., 2016",
Lizards,Lygodactylus conradti,Gekkonidae,N,0.151165806,N,"Feldman et al., 2016",
Lizards,Lygodactylus conraui,Gekkonidae,N,0.18152846,N,"Feldman et al., 2016",
Lizards,Lygodactylus decaryi,Gekkonidae,Y,-0.289832102,N,"Feldman et al., 2016",
Lizards,Lygodactylus depressus,Gekkonidae,N,0.120014424,N,"Feldman et al., 2016",
Lizards,Lygodactylus expectatus,Gekkonidae,Y,-0.124153819,N,"Feldman et al., 2016",
Lizards,Lygodactylus fischeri,Gekkonidae,N,0.240040591,N,"Feldman et al., 2016",
Lizards,Lygodactylus grandisonae,Gekkonidae,N,-0.267826699,N,"Feldman et al., 2016",
Lizards,Lygodactylus graniticolus,Gekkonidae,N,0.16644322,N,"Feldman et al., 2016",
Lizards,Lygodactylus gravis,Gekkonidae,N,0.240040591,N,"Feldman et al., 2016",
Lizards,Lygodactylus grotei,Gekkonidae,N,-0.035804171,N,"Feldman et al., 2016",
Lizards,Lygodactylus guibei,Gekkonidae,Y,0.18152846,N,"Feldman et al., 2016",
Lizards,Lygodactylus gutturalis,Gekkonidae,N,0.322781036,N,"Feldman et al., 2016",
Lizards,Lygodactylus heterurus,Gekkonidae,Y,-0.267826699,N,"Feldman et al., 2016",
Lizards,Lygodactylus howelli,Gekkonidae,Y,-0.280981428,N,"Feldman et al., 2016",
Lizards,Lygodactylus inexpectatus,Gekkonidae,N,-0.06122858,N,"Feldman et al., 2016",
Lizards,Lygodactylus insularis,Gekkonidae,Y,-0.335092597,N,"Feldman et al., 2016",
Lizards,Lygodactylus intermedius,Gekkonidae,Y,-0.104965237,N,"Feldman et al., 2016",
Lizards,Lygodactylus keniensis,Gekkonidae,N,0.240040591,N,"Feldman et al., 2016",
Lizards,Lygodactylus kimhowelli,Gekkonidae,N,0.038400574,N,"Feldman et al., 2016",
Lizards,Lygodactylus klemmeri,Gekkonidae,Y,-0.246217812,N,"Feldman et al., 2016",
Lizards,Lygodactylus klugei,Gekkonidae,N,-0.013374118,N,"Feldman et al., 2016",
Lizards,Lygodactylus lawrencei,Gekkonidae,N,-0.013374118,N,"Feldman et al., 2016",
Lizards,Lygodactylus luteopicturatus,Gekkonidae,N,0.254233191,N,"Feldman et al., 2016",
Lizards,Lygodactylus madagascariensis,Gekkonidae,Y,0.088032241,N,"Feldman et al., 2016",
Lizards,Lygodactylus manni,Gekkonidae,N,-0.289832102,N,"Feldman et al., 2016",
Lizards,Lygodactylus methueni,Gekkonidae,N,0.240040591,N,"Feldman et al., 2016",
Lizards,Lygodactylus miops,Gekkonidae,Y,-0.013374118,N,"Feldman et al., 2016",
Lizards,Lygodactylus mirabilis,Gekkonidae,Y,-0.191791753,N,"Feldman et al., 2016",
Lizards,Lygodactylus mombasicus,Gekkonidae,N,0.151165806,N,"Feldman et al., 2016",
Lizards,Lygodactylus montanus,Gekkonidae,Y,0.120014424,N,"Feldman et al., 2016",
Lizards,Lygodactylus nigropunctatus,Gekkonidae,N,0.120014424,N,"Feldman et al., 2016",
Lizards,Lygodactylus ocellatus,Gekkonidae,N,0.120014424,N,"Feldman et al., 2016",
Lizards,Lygodactylus ornatus,Gekkonidae,Y,-0.259136366,N,"Feldman et al., 2016",
Lizards,Lygodactylus pauliani,Gekkonidae,Y,0.055173726,N,"Feldman et al., 2016",
Lizards,Lygodactylus picturatus,Gekkonidae,N,0.268259793,N,"Feldman et al., 2016",
Lizards,Lygodactylus pictus,Gekkonidae,Y,0.211141342,N,"Feldman et al., 2016",
Lizards,Lygodactylus rarus,Gekkonidae,Y,0.088032241,N,"Feldman et al., 2016",
Lizards,Lygodactylus regulus,Gekkonidae,N,0.202334002,N,"Feldman et al., 2016",
Lizards,Lygodactylus rex,Gekkonidae,N,0.563437531,N,"Feldman et al., 2016",
Lizards,Lygodactylus roavolana,Gekkonidae,Y,-0.451240795,N,"Feldman et al., 2016",
Lizards,Lygodactylus scheffleri,Gekkonidae,N,-0.013374118,N,"Feldman et al., 2016",
Lizards,Lygodactylus scorteccii,Gekkonidae,N,-0.016906553,N,"Feldman et al., 2016",
Lizards,Lygodactylus somalicus,Gekkonidae,N,-0.056465968,N,"Feldman et al., 2016",
Lizards,Lygodactylus stevensoni,Gekkonidae,N,0.18152846,N,"Feldman et al., 2016",
Lizards,Lygodactylus thomensis,Gekkonidae,N,0.07826887,N,"Feldman et al., 2016",
Lizards,Lygodactylus tolampyae,Gekkonidae,Y,0.035017608,N,"Feldman et al., 2016",
Lizards,Lygodactylus tuberosus,Gekkonidae,Y,0.12630977,N,"Feldman et al., 2016",
Lizards,Lygodactylus verticillatus,Gekkonidae,Y,0.021389498,N,"Feldman et al., 2016",
Lizards,Lygodactylus waterbergensis,Gekkonidae,N,0.18152846,N,"Feldman et al., 2016",
Lizards,Lygodactylus wetzeli,Gekkonidae,N,-0.224991404,N,"Feldman et al., 2016",
Lizards,Lygodactylus williamsi,Gekkonidae,N,-0.013374118,N,"Feldman et al., 2016",
Lizards,Matoatoa brevipes,Gekkonidae,Y,0.18152846,N,"Feldman et al., 2016",
Lizards,Matoatoa spannringi,Gekkonidae,Y,0.627130061,N,"Feldman et al., 2016",
Lizards,Mediodactylus amictopholis,Gekkonidae,N,0.400179553,N,"Feldman et al., 2016",
Lizards,Mediodactylus aspratilis,Gekkonidae,N,-0.272195596,N,"Feldman et al., 2016",
Lizards,Mediodactylus brachykolon,Gekkonidae,N,0.47757807,N,"Feldman et al., 2016",
Lizards,Mediodactylus heterocercus,Gekkonidae,N,0.496171633,N,"Feldman et al., 2016",
Lizards,Mediodactylus heteropholis,Gekkonidae,N,0.202334002,N,"Feldman et al., 2016",
Lizards,Mediodactylus ilamensis,Gekkonidae,N,0.071715516,N,"Feldman et al., 2016",
Lizards,Mediodactylus kotschyi,Gekkonidae,N,0.585046418,N,"Feldman et al., 2016",
Lizards,Mediodactylus narynensis,Gekkonidae,N,0.559068634,N,"Feldman et al., 2016",
Lizards,Mediodactylus russowii,Gekkonidae,N,0.523532381,N,"Feldman et al., 2016",
Lizards,Mediodactylus sagittifer,Gekkonidae,N,-0.049175606,N,"Feldman et al., 2016",
Lizards,Mediodactylus spinicauda,Gekkonidae,N,0.405166091,N,"Feldman et al., 2016",
Lizards,Mediodactylus stevenandersoni,Gekkonidae,N,0.071386906,N,"Feldman et al., 2016",
Lizards,Mediodactylus walli,Gekkonidae,N,0.703235575,N,"Feldman et al., 2016",
Lizards,Microgecko depressus,Gekkonidae,N,-0.013374118,N,"Feldman et al., 2016",
Lizards,Microgecko helenae,Gekkonidae,N,-0.08607885,N,"Feldman et al., 2016",
Lizards,Microgecko latifi,Gekkonidae,N,-0.335092597,N,"Feldman et al., 2016",
Lizards,Microgecko persicus,Gekkonidae,N,0.05183781,N,"Feldman et al., 2016",
Lizards,Nactus acutus,Gekkonidae,Y,0.074996669,N,"Feldman et al., 2016",
Lizards,Nactus cheverti,Gekkonidae,N,0.606272826,N,"Feldman et al., 2016",
Lizards,Nactus coindemirensis,Gekkonidae,Y,-0.049175606,N,"Feldman et al., 2016",
Lizards,Nactus eboracensis,Gekkonidae,N,0.627130061,N,"Feldman et al., 2016",
Lizards,Nactus galgajuga,Gekkonidae,N,0.44913577,N,"Feldman et al., 2016",
Lizards,Nactus kunan,Gekkonidae,Y,0.597827293,N,"Feldman et al., 2016",
Lizards,Nactus multicarinatus,Gekkonidae,Y,0.726298993,N,"Feldman et al., 2016",
Lizards,Nactus pelagicus,Gekkonidae,N,1.01279269,N,"Feldman et al., 2016",
Lizards,Nactus serpensinsula,Gekkonidae,Y,0.763778943,Y,"Feldman et al., 2016","Pregill, 1986"
Lizards,Nactus sphaerodactylodes,Gekkonidae,Y,-0.335092597,N,"Feldman et al., 2016",
Lizards,Nactus vankampeni,Gekkonidae,Y,-0.049175606,N,"Feldman et al., 2016",
Lizards,Narudasia festiva,Gekkonidae,N,-0.124153819,N,"Feldman et al., 2016",
Lizards,Pachydactylus acuminatus,Gekkonidae,N,0.453923245,N,"Feldman et al., 2016",
Lizards,Pachydactylus affinis,Gekkonidae,N,0.817890112,N,"Feldman et al., 2016",
Lizards,Pachydactylus amoenus,Gekkonidae,N,0.055173726,N,"Feldman et al., 2016",
Lizards,Pachydactylus atorquatus,Gekkonidae,N,0.54586563,N,"Feldman et al., 2016",
Lizards,Pachydactylus austeni,Gekkonidae,N,0.374931025,N,"Feldman et al., 2016",
Lizards,Pachydactylus barnardi,Gekkonidae,N,0.667786863,N,"Feldman et al., 2016",
Lizards,Pachydactylus bicolor,Gekkonidae,N,0.268259793,N,"Feldman et al., 2016",
Lizards,Pachydactylus boehmei,Gekkonidae,N,0.306683334,N,"Feldman et al., 2016",
Lizards,Pachydactylus capensis,Gekkonidae,N,0.817890112,N,"Feldman et al., 2016",
Lizards,Pachydactylus caraculicus,Gekkonidae,N,0.211141342,N,"Feldman et al., 2016",
Lizards,Pachydactylus carinatus,Gekkonidae,N,0.341292595,N,"Feldman et al., 2016",
Lizards,Pachydactylus etultra,Gekkonidae,N,0.309381334,N,"Feldman et al., 2016",
Lizards,Pachydactylus fasciatus,Gekkonidae,N,0.585046418,N,"Feldman et al., 2016",
Lizards,Pachydactylus formosus,Gekkonidae,N,0.667786863,N,"Feldman et al., 2016",
Lizards,Pachydactylus gaiasensis,Gekkonidae,N,0.817890112,N,"Feldman et al., 2016",
Lizards,Pachydactylus geitje,Gekkonidae,N,0.322781036,N,"Feldman et al., 2016",
Lizards,Pachydactylus goodi,Gekkonidae,N,0.44913577,N,"Feldman et al., 2016",
Lizards,Pachydactylus griffini,Gekkonidae,N,0.163403267,N,"Feldman et al., 2016",
Lizards,Pachydactylus haackei,Gekkonidae,N,1.085497421,N,"Feldman et al., 2016",
Lizards,Pachydactylus katanganus,Gekkonidae,N,0.606272826,N,"Feldman et al., 2016",
Lizards,Pachydactylus kladaroderma,Gekkonidae,N,1.099524023,N,"Feldman et al., 2016",
Lizards,Pachydactylus kobosensis,Gekkonidae,N,0.530276134,N,"Feldman et al., 2016",
Lizards,Pachydactylus labialis,Gekkonidae,N,0.349139476,N,"Feldman et al., 2016",
Lizards,Pachydactylus laevigatus,Gekkonidae,N,1.167296901,N,"Feldman et al., 2016",
Lizards,Pachydactylus maculatus,Gekkonidae,N,0.627130061,N,"Feldman et al., 2016",
Lizards,Pachydactylus maraisi,Gekkonidae,N,0.208212743,N,"Feldman et al., 2016",
Lizards,Pachydactylus mariquensis,Gekkonidae,N,0.627130061,N,"Feldman et al., 2016",
Lizards,Pachydactylus mclachlani,Gekkonidae,N,0.417542473,N,"Feldman et al., 2016",
Lizards,Pachydactylus monicae,Gekkonidae,N,0.456309834,N,"Feldman et al., 2016",
Lizards,Pachydactylus montanus,Gekkonidae,N,0.276597677,N,"Feldman et al., 2016",
