Species_ID,body_mass_g,body_length_max_mm,Class,Order,Family,Species
A1,NA,50,Amphibia,Anura,Alytidae,Alytes cisternasii
A2,NA,56.5,Amphibia,Anura,Alytidae,Alytes dickhilleni
A3,NA,40,Amphibia,Anura,Alytidae,Alytes muletensis
A4,NA,55,Amphibia,Anura,Alytidae,Alytes obstetricans
A77,NA,124,Amphibia,Caudata,Plethodontidae,Atylodes genei
A5,NA,50,Amphibia,Anura,Bombinatoridae,Bombina bombina
A6,NA,60,Amphibia,Anura,Bombinatoridae,Bombina pachypus
A7,NA,60,Amphibia,Anura,Bombinatoridae,Bombina variegata
A8,NA,220,Amphibia,Anura,Bufonidae,Bufo bufo
A10,NA,190,Amphibia,Anura,Bufonidae,Bufo verrucosissimus
A99,NA,102,Amphibia,Caudata,Salamandridae,Calotriton arnoldi
A18,NA,170,Amphibia,Caudata,Salamandridae,Calotriton asper
A12,NA,164,Amphibia,Caudata,Salamandridae,Chioglossa lusitanica
A13,NA,65,Amphibia,Anura,Alytidae,Discoglossus galganoi
A14,NA,63,Amphibia,Anura,Alytidae,Discoglossus jeanneae
A15,NA,65,Amphibia,Anura,Alytidae,Discoglossus montalentii
A16,NA,65,Amphibia,Anura,Alytidae,Discoglossus pictus
A17,NA,75,Amphibia,Anura,Alytidae,Discoglossus sardus
A9,NA,100,Amphibia,Anura,Bufonidae,Epidalea calamita
A19,NA,110,Amphibia,Caudata,Salamandridae,Euproctus montanus
A20,NA,140,Amphibia,Caudata,Salamandridae,Euproctus platycephalus
A21,NA,60,Amphibia,Anura,Hylidae,Hyla arborea
A22,NA,55,Amphibia,Anura,Hylidae,Hyla intermedia
A23,NA,65,Amphibia,Anura,Hylidae,Hyla meridionalis
A24,NA,50,Amphibia,Anura,Hylidae,Hyla sarda
A25,NA,50,Amphibia,Anura,Hylidae,Hyla savignyi
A84,NA,97,Amphibia,Caudata,Salamandridae,Lissotriton boscai
A88,NA,95,Amphibia,Caudata,Salamandridae,Lissotriton helveticus
A89,NA,95,Amphibia,Caudata,Salamandridae,Lissotriton italicus
A92,NA,100,Amphibia,Caudata,Salamandridae,Lissotriton montandoni
A95,NA,117,Amphibia,Caudata,Salamandridae,Lissotriton vulgaris
A26,NA,139,Amphibia,Caudata,Salamandridae,Lyciasalamandra antalyana
A27,NA,164,Amphibia,Caudata,Salamandridae,Lyciasalamandra atifi
A28,NA,139,Amphibia,Caudata,Salamandridae,Lyciasalamandra billae
A29,NA,125,Amphibia,Caudata,Salamandridae,Lyciasalamandra fazilae
A30,NA,124,Amphibia,Caudata,Salamandridae,Lyciasalamandra flavimembris
A31,NA,140,Amphibia,Caudata,Salamandridae,Lyciasalamandra helverseni
A32,NA,131,Amphibia,Caudata,Salamandridae,Lyciasalamandra luschani
A33,NA,208,Amphibia,Caudata,Salamandridae,Mertensiella caucasica
A83,NA,130,Amphibia,Caudata,Salamandridae,Mesotriton alpestris
A34,NA,180,Amphibia,Caudata,Salamandridae,Neurergus crocatus
A35,NA,190,Amphibia,Caudata,Salamandridae,Neurergus strauchii
A97,NA,170,Amphibia,Caudata,Salamandridae,Ommatotriton ophryticus
A94,NA,150,Amphibia,Caudata,Salamandridae,Ommatotriton vittatus
A36,NA,125,Amphibia,Anura,Pelobatidae,Pelobates cultripes
A37,NA,80,Amphibia,Anura,Pelobatidae,Pelobates fuscus
A38,NA,90,Amphibia,Anura,Pelobatidae,Pelobates syriacus
A39,NA,52,Amphibia,Anura,Pelodytidae,Pelodytes caucasicus
A40,NA,43,Amphibia,Anura,Pelodytidae,Pelodytes ibericus
A41,NA,47,Amphibia,Anura,Pelodytidae,Pelodytes punctatus
A45,NA,93,Amphibia,Anura,Ranidae,Pelophylax bedriagae
A46,NA,80,Amphibia,Anura,Ranidae,Pelophylax bergeri
A96,NA,89,Amphibia,Anura,Ranidae,Pelophylax caralitanus
A47,NA,41,Amphibia,Anura,Ranidae,Pelophylax cerigensis
A48,NA,70,Amphibia,Anura,Ranidae,Pelophylax cretensis
A50,NA,83,Amphibia,Anura,Ranidae,Pelophylax epeiroticus
A51,NA,120,Amphibia,Anura,Ranidae,Pelophylax esculentus
A53,NA,100,Amphibia,Anura,Ranidae,Pelophylax grafi
A54,NA,83,Amphibia,Anura,Ranidae,Pelophylax hispanicus
A57,NA,76,Amphibia,Anura,Ranidae,Pelophylax kurtmuelleri
A59,NA,83,Amphibia,Anura,Ranidae,Pelophylax lessonae
A61,NA,100,Amphibia,Anura,Ranidae,Pelophylax perezi
A63,NA,135,Amphibia,Anura,Ranidae,Pelophylax ridibundus
A64,NA,74,Amphibia,Anura,Ranidae,Pelophylax shqipericus
A42,NA,312,Amphibia,Caudata,Salamandridae,Pleurodeles waltl
A43,NA,250,Amphibia,Caudata,Proteidae,Proteus anguinus
A100,NA,85,Amphibia,Anura,Bufonidae,Pseudepidalea balearica
A101,NA,85,Amphibia,Anura,Bufonidae,Pseudepidalea boulengeri
A102,NA,85,Amphibia,Anura,Bufonidae,Pseudepidalea sicula
A103,NA,85,Amphibia,Anura,Bufonidae,Pseudepidalea variabilis
A11,NA,85,Amphibia,Anura,Bufonidae,Pseudepidalea viridis
A44,NA,80,Amphibia,Anura,Ranidae,Rana arvalis
A49,NA,90,Amphibia,Anura,Ranidae,Rana dalmatina
A52,NA,80,Amphibia,Anura,Ranidae,Rana graeca
A98,NA,NA,Amphibia,Anura,Ranidae,Rana holtzi
A55,NA,50,Amphibia,Anura,Ranidae,Rana iberica
A56,NA,64,Amphibia,Anura,Ranidae,Rana italica
A58,NA,60,Amphibia,Anura,Ranidae,Rana latastei
A60,NA,NA,Amphibia,Anura,Ranidae,Rana macrocnemis
A62,NA,50,Amphibia,Anura,Ranidae,Rana pyrenaica
A65,NA,NA,Amphibia,Anura,Ranidae,Rana tavasensis
A66,NA,110,Amphibia,Anura,Ranidae,Rana temporaria
A67,NA,151,Amphibia,Caudata,Salamandridae,Salamandra atra
A68,NA,210,Amphibia,Caudata,Salamandridae,Salamandra corsica
A69,NA,324,Amphibia,Caudata,Salamandridae,Salamandra infraimmaculata
A70,NA,190,Amphibia,Caudata,Salamandridae,Salamandra lanzai
A71,NA,280,Amphibia,Caudata,Salamandridae,Salamandra salamandra
A72,NA,140,Amphibia,Caudata,Hynobiidae,Salamandrella keyserlingii
A73,NA,134,Amphibia,Caudata,Salamandridae,Salamandrina perspicillata
A74,NA,88,Amphibia,Caudata,Salamandridae,Salamandrina terdigitata
A75,NA,116,Amphibia,Caudata,Plethodontidae,Speleomantes ambrosii
A76,NA,146,Amphibia,Caudata,Plethodontidae,Speleomantes flavus
A78,NA,150,Amphibia,Caudata,Plethodontidae,Speleomantes imperialis
A79,NA,120,Amphibia,Caudata,Plethodontidae,Speleomantes italicus
A80,NA,150,Amphibia,Caudata,Plethodontidae,Speleomantes sarrabusensis
A81,NA,128,Amphibia,Caudata,Plethodontidae,Speleomantes strinatii
A82,NA,143,Amphibia,Caudata,Plethodontidae,Speleomantes supramontis
A85,NA,210,Amphibia,Caudata,Salamandridae,Triturus carnifex
A86,NA,160,Amphibia,Caudata,Salamandridae,Triturus cristatus
A87,NA,130,Amphibia,Caudata,Salamandridae,Triturus dobrogicus
A90,NA,180,Amphibia,Caudata,Salamandridae,Triturus karelinii
A104,NA,200,Amphibia,Caudata,Salamandridae,Triturus macedonicus
A91,NA,170,Amphibia,Caudata,Salamandridae,Triturus marmoratus
A93,NA,140,Amphibia,Caudata,Salamandridae,Triturus pygmaeus
B1,1423,NA,Aves,Gaviiformes,Gaviidae,Gavia stellata
B10,795,NA,Aves,Procellariiformes,Procellariidae,Fulmarus glacialis
B100,218,NA,Aves,Falconiformes,Accipitridae,Accipiter brevipes
B101,155,NA,Aves,Falconiformes,Accipitridae,Accipiter nisus
B102,800,NA,Aves,Falconiformes,Accipitridae,Accipiter gentilis
B103,875,NA,Aves,Falconiformes,Accipitridae,Buteo buteo
B104,1175,NA,Aves,Falconiformes,Accipitridae,Buteo rufinus
B105,925.8,NA,Aves,Falconiformes,Accipitridae,Buteo lagopus
B106,1400,NA,Aves,Falconiformes,Accipitridae,Aquila pomarina
B107,1953,NA,Aves,Falconiformes,Accipitridae,Aquila clanga
B108,2723,NA,Aves,Falconiformes,Accipitridae,Aquila nipalensis
B109,3492,NA,Aves,Falconiformes,Accipitridae,Aquila adalberti
B11,331,NA,Aves,Procellariiformes,Procellariidae,Pterodroma deserta (was previously lumped with P. feae)
B110,3184,NA,Aves,Falconiformes,Accipitridae,Aquila heliaca
B111,4775,NA,Aves,Falconiformes,Accipitridae,Aquila chrysaetos
B112,2050,NA,Aves,Falconiformes,Accipitridae,Hieraaetus fasciatus
B113,875,NA,Aves,Falconiformes,Accipitridae,Hieraaetus pennatus
B114,150,NA,Aves,Falconiformes,Falconidae,Falco naumanni
B115,245,NA,Aves,Falconiformes,Falconidae,Falco tinnunculus
B116,159,NA,Aves,Falconiformes,Falconidae,Falco vespertinus
B117,369,NA,Aves,Falconiformes,Falconidae,Falco eleonorae
B118,202.597,NA,Aves,Falconiformes,Falconidae,Falco columbarius
B119,235,NA,Aves,Falconiformes,Falconidae,Falco subbuteo
B12,331,NA,Aves,Procellariiformes,Procellariidae,Pterodroma madeira
B120,675,NA,Aves,Falconiformes,Falconidae,Falco biarmicus
B121,988,NA,Aves,Falconiformes,Falconidae,Falco cherrug
B122,1425,NA,Aves,Falconiformes,Falconidae,Falco rusticolus
B123,950,NA,Aves,Falconiformes,Falconidae,Falco peregrinus
B124,551,NA,Aves,Galliformes,Phasianidae,Lagopus lagopus
B125,700,NA,Aves,Galliformes,Phasianidae,Lagopus muta
B126,2550,NA,Aves,Galliformes,Phasianidae,Tetrao urogallus
B127,1084.53,NA,Aves,Galliformes,Phasianidae,Tetrao tetrix
B128,815.5,NA,Aves,Galliformes,Phasianidae,Tetrao mlokosiewiczi
B129,391.23,NA,Aves,Galliformes,Phasianidae,Bonasa bonasia
B13,93.4,NA,Aves,Procellariiformes,Procellariidae,Bulweria bulwerii
B130,1833.45,NA,Aves,Galliformes,Phasianidae,Tetraogallus caucasicus
B131,2514.15,NA,Aves,Galliformes,Phasianidae,Tetraogallus caspius
B132,625,NA,Aves,Galliformes,Phasianidae,Alectoris graeca
B133,518.5,NA,Aves,Galliformes,Phasianidae,Alectoris chukar
B134,544.5,NA,Aves,Galliformes,Phasianidae,Alectoris barbara
B135,425,NA,Aves,Galliformes,Phasianidae,Alectoris rufa
B136,197,NA,Aves,Galliformes,Phasianidae,Ammoperdix griseogularis
B137,456,NA,Aves,Galliformes,Phasianidae,Francolinus francolinus
B138,400,NA,Aves,Galliformes,Phasianidae,Perdix perdix
B139,102.5,NA,Aves,Galliformes,Phasianidae,Coturnix coturnix
B14,864,NA,Aves,Procellariiformes,Procellariidae,Calonectris diomedea
B140,1150,NA,Aves,Galliformes,Phasianidae,Phasianus colchicus
B141,65,NA,Aves,Gruiformes,Turnicidae,Turnix sylvatica
B142,2229,NA,Aves,Gruiformes,Gruidae,Anthropoides virgo
B143,5468.6,NA,Aves,Gruiformes,Gruidae,Grus grus
B144,137.5,NA,Aves,Gruiformes,Rallidae,Rallus aquaticus
B145,167.5,NA,Aves,Gruiformes,Rallidae,Crex crex
B146,48,NA,Aves,Gruiformes,Rallidae,Porzana parva
B147,44,NA,Aves,Gruiformes,Rallidae,Porzana pusilla
B148,87.5,NA,Aves,Gruiformes,Rallidae,Porzana porzana
B149,796.5,NA,Aves,Gruiformes,Rallidae,Porphyrio porphyrio
B15,452,NA,Aves,Procellariiformes,Procellariidae,Puffinus puffinus
B150,330,NA,Aves,Gruiformes,Rallidae,Gallinula chloropus
B151,917.5,NA,Aves,Gruiformes,Rallidae,Fulica cristata
B152,775,NA,Aves,Gruiformes,Rallidae,Fulica atra
B153,4962.21,NA,Aves,Gruiformes,Otididae,Otis tarda
B154,825,NA,Aves,Galliformes,Phasianidae,Tetrax tetrax
B155,550,NA,Aves,Charadriiformes,Haematopodidae,Haematopus ostralegus
B156,180,NA,Aves,Charadriiformes,Recurvirostridae,Himantopus himantopus
B157,325,NA,Aves,Charadriiformes,Recurvirostridae,Recurvirostra avosetta
B158,410,NA,Aves,Charadriiformes,Burhinidae,Burhinus oedicnemus
B159,77.1,NA,Aves,Charadriiformes,Glareolidae,Glareola pratincola
B16,451,NA,Aves,Procellariiformes,Procellariidae,Puffinus yelkouan
B160,97.3,NA,Aves,Charadriiformes,Glareolidae,Glareola nordmanni
B161,230,NA,Aves,Charadriiformes,Charadriidae,Vanellus vanellus
B162,148,NA,Aves,Charadriiformes,Charadriidae,Hoplopterus spinosus
B163,192,NA,Aves,Charadriiformes,Charadriidae,Hoplopterus indicus
B165,124.8,NA,Aves,Charadriiformes,Charadriidae,Chettusia leucura
B166,208.83,NA,Aves,Charadriiformes,Charadriidae,Pluvialis apricaria
B167,234.63,NA,Aves,Charadriiformes,Charadriidae,Pluvialis squatarola
B168,63.363,NA,Aves,Charadriiformes,Charadriidae,Charadrius hiaticula
B169,40,NA,Aves,Charadriiformes,Charadriidae,Charadrius dubius
B17,521.5,NA,Aves,Procellariiformes,Procellariidae,Puffinus mauretanicus
B170,50,NA,Aves,Charadriiformes,Charadriidae,Charadrius alexandrinus
B171,87.6,NA,Aves,Charadriiformes,Charadriidae,Charadrius leschenaultii
B172,76.74,NA,Aves,Charadriiformes,Charadriidae,Charadrius asiaticus
B173,108.43,NA,Aves,Charadriiformes,Charadriidae,Charadrius morinellus
B174,335,NA,Aves,Charadriiformes,Scolopacidae,Scolopax rusticola
B175,50.3,NA,Aves,Charadriiformes,Scolopacidae,Lymnocryptes minimus
B176,122,NA,Aves,Charadriiformes,Scolopacidae,Gallinago stenura
B177,177,NA,Aves,Charadriiformes,Scolopacidae,Gallinago media
B178,100,NA,Aves,Charadriiformes,Scolopacidae,Gallinago gallinago
B179,300,NA,Aves,Charadriiformes,Scolopacidae,Limosa limosa
B18,222.5,NA,Aves,Procellariiformes,Procellariidae,Puffinus assimilis
B180,311,NA,Aves,Charadriiformes,Scolopacidae,Limosa lapponica
B181,393.5,NA,Aves,Charadriiformes,Scolopacidae,Numenius phaeopus
B182,762.5,NA,Aves,Charadriiformes,Scolopacidae,Numenius arquata
B183,164.71,NA,Aves,Charadriiformes,Scolopacidae,Tringa erythropus
B184,120,NA,Aves,Charadriiformes,Scolopacidae,Tringa totanus
B185,70.32,NA,Aves,Charadriiformes,Scolopacidae,Tringa stagnatilis
B186,173.5,NA,Aves,Charadriiformes,Scolopacidae,Tringa nebularia
B187,79.11,NA,Aves,Charadriiformes,Scolopacidae,Tringa ochropus
B188,71.43,NA,Aves,Charadriiformes,Scolopacidae,Tringa glareola
B189,79.25,NA,Aves,Charadriiformes,Scolopacidae,Xenus cinereus
B19,48.9,NA,Aves,Procellariiformes,Hydrobatidae,Pelagodroma marina
B190,46.4125,NA,Aves,Charadriiformes,Scolopacidae,Actitis hypoleucos
B191,110.5,NA,Aves,Charadriiformes,Scolopacidae,Arenaria interpres
B192,148,NA,Aves,Charadriiformes,Scolopacidae,Calidris canutus
B193,75.7,NA,Aves,Charadriiformes,Scolopacidae,Calidris alba
B194,23.475,NA,Aves,Charadriiformes,Scolopacidae,Calidris minuta
B195,25.1667,NA,Aves,Charadriiformes,Scolopacidae,Calidris temminckii
B196,76.7,NA,Aves,Charadriiformes,Scolopacidae,Calidris melanotos
B197,47.528,NA,Aves,Charadriiformes,Scolopacidae,Calidris alpina
B198,68.8,NA,Aves,Charadriiformes,Scolopacidae,Calidris maritima
B199,37,NA,Aves,Charadriiformes,Scolopacidae,Limicola falcinellus
B2,1987,NA,Aves,Gaviiformes,Gaviidae,Gavia arctica
B20,25.8,NA,Aves,Procellariiformes,Hydrobatidae,Hydrobates pelagicus
B200,144.36,NA,Aves,Charadriiformes,Scolopacidae,Philomachus pugnax
B201,34.9,NA,Aves,Charadriiformes,Scolopacidae,Phalaropus lobatus
B202,59.22,NA,Aves,Charadriiformes,Scolopacidae,Phalaropus fulicarius
B203,1431.5,NA,Aves,Charadriiformes,Stercorariidae,Stercorarius skua
B204,703.5,NA,Aves,Charadriiformes,Stercorariidae,Stercorarius pomarinus
B205,458.08,NA,Aves,Charadriiformes,Stercorariidae,Stercorarius parasiticus
B206,289.38,NA,Aves,Charadriiformes,Stercorariidae,Stercorarius longicaudus
B207,403,NA,Aves,Charadriiformes,Laridae,Larus canus
B208,562,NA,Aves,Charadriiformes,Laridae,Larus audouinii
B209,1650,NA,Aves,Charadriiformes,Laridae,Larus marinus
B21,44.7,NA,Aves,Procellariiformes,Hydrobatidae,Oceanodroma leucorhoa
B210,1466,NA,Aves,Charadriiformes,Laridae,Larus hyperboreus
B211,863,NA,Aves,Charadriiformes,Laridae,Larus glaucoides
B212,1000,NA,Aves,Charadriiformes,Laridae,Larus argentatus
B213,813.5,NA,Aves,Charadriiformes,Laridae,Larus fuscus
B214,924,NA,Aves,Charadriiformes,Laridae,Larus cachinnans
B215,866.7,NA,Aves,Charadriiformes,Laridae,Larus armenicus
B216,1378,NA,Aves,Charadriiformes,Laridae,Larus ichthyaetus
B217,287.5,NA,Aves,Charadriiformes,Laridae,Larus ridibundus
B218,284,NA,Aves,Charadriiformes,Laridae,Larus genei
B219,300,NA,Aves,Charadriiformes,Laridae,Larus melanocephalus
B22,42.6,NA,Aves,Procellariiformes,Hydrobatidae,Oceanodroma castro
B220,99,NA,Aves,Charadriiformes,Laridae,Larus minutus
B221,529.5,NA,Aves,Charadriiformes,Laridae,Pagophila eburnea
B222,175.6,NA,Aves,Charadriiformes,Laridae,Larus sabini
B223,387,NA,Aves,Charadriiformes,Laridae,Rissa tridactyla
B224,250,NA,Aves,Charadriiformes,Laridae,Gelochelidon nilotica
B225,624,NA,Aves,Charadriiformes,Laridae,Sterna caspia
B226,204,NA,Aves,Charadriiformes,Laridae,Sterna bengalensis
B227,235,NA,Aves,Charadriiformes,Laridae,Sterna sandvicensis
B228,116,NA,Aves,Charadriiformes,Laridae,Sterna dougallii
B229,120,NA,Aves,Charadriiformes,Laridae,Sterna hirundo
B23,700,NA,Aves,Pelecaniformes,Phaethontidae,Phaethon aethereus
B230,107.33,NA,Aves,Charadriiformes,Laridae,Sterna paradisaea
B231,57.5,NA,Aves,Charadriiformes,Laridae,Sterna albifrons
B232,180,NA,Aves,Charadriiformes,Laridae,Sterna fuscata
B233,87.5,NA,Aves,Charadriiformes,Laridae,Chlidonias hybrida
B234,64.295,NA,Aves,Charadriiformes,Laridae,Chlidonias leucopterus
B235,62.5,NA,Aves,Charadriiformes,Laridae,Chlidonias niger
B236,160.5,NA,Aves,Charadriiformes,Alcidae,Alle alle
B237,923.84,NA,Aves,Charadriiformes,Alcidae,Uria aalge
B238,958.75,NA,Aves,Charadriiformes,Alcidae,Uria lomvia
B239,636,NA,Aves,Charadriiformes,Alcidae,Alca torda
B24,3015,NA,Aves,Pelecaniformes,Sulidae,Morus bassanus
B240,395.8,NA,Aves,Charadriiformes,Alcidae,Cepphus grylle
B241,460.1,NA,Aves,Charadriiformes,Alcidae,Fratercula arctica
B242,242.5,NA,Aves,Columbiformes,Pteroclididae,Pterocles alchata
B243,425.25,NA,Aves,Columbiformes,Pteroclididae,Pterocles orientalis
B244,270,NA,Aves,Columbiformes,Columbidae,Columba livia
B245,295,NA,Aves,Columbiformes,Columbidae,Columba oenas
B246,485,NA,Aves,Columbiformes,Columbidae,Columba palumbus
B247,462.5,NA,Aves,Columbiformes,Columbidae,Columba trocaz
B248,187.5,NA,Aves,Columbiformes,Columbidae,Streptopelia turtur
B249,187.5,NA,Aves,Columbiformes,Columbidae,Streptopelia decaocto
B25,2250,NA,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax carbo
B250,109.5,NA,Aves,Columbiformes,Columbidae,Streptopelia senegalensis
B251,155,NA,Aves,Cuculiformes,Cuculidae,Clamator glandarius
B252,117.5,NA,Aves,Cuculiformes,Cuculidae,Cuculus canorus
B253,99.34,NA,Aves,Cuculiformes,Cuculidae,Cuculus saturatus
B254,520,NA,Aves,Strigiformes,Tytonidae,Tyto alba
B255,110,NA,Aves,Strigiformes,Strigidae,Otus brucei
B256,85,NA,Aves,Strigiformes,Strigidae,Otus scops
B257,2250,NA,Aves,Strigiformes,Strigidae,Bubo bubo
B258,1797.96,NA,Aves,Strigiformes,Strigidae,Nyctea scandiaca
B259,505,NA,Aves,Strigiformes,Strigidae,Strix aluco
B26,1930,NA,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax aristotelis
B260,775.22,NA,Aves,Strigiformes,Strigidae,Strix uralensis
B261,971.5,NA,Aves,Strigiformes,Strigidae,Strix nebulosa
B262,311.5,NA,Aves,Strigiformes,Strigidae,Surnia ulula
B263,64.3,NA,Aves,Strigiformes,Strigidae,Glaucidium passerinum
B264,170,NA,Aves,Strigiformes,Strigidae,Athene noctua
B265,131.4,NA,Aves,Strigiformes,Strigidae,Aegolius funereus
B266,327.5,NA,Aves,Strigiformes,Strigidae,Asio otus
B267,320,NA,Aves,Strigiformes,Strigidae,Asio flammeus
B268,75,NA,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus ruficollis
B269,87.5,NA,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus europaeus
B27,679.2,NA,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax pygmaeus
B270,100,NA,Aves,Apodiformes,Apodidae,Apus melba
B271,41.5,NA,Aves,Apodiformes,Apodidae,Apus apus
B272,22.5,NA,Aves,Apodiformes,Apodidae,Apus unicolor
B273,43,NA,Aves,Apodiformes,Apodidae,Apus pallidus
B274,25,NA,Aves,Apodiformes,Apodidae,Apus affinis
B275,22.1,NA,Aves,Apodiformes,Apodidae,Apus caffer
B276,42.5,NA,Aves,Coraciiformes,Alcedinidae,Alcedo atthis
B277,101,NA,Aves,Coraciiformes,Alcedinidae,Halcyon smyrnensis
B278,95,NA,Aves,Coraciiformes,Alcedinidae,Ceryle rudis
B279,49,NA,Aves,Coraciiformes,Meropidae,Merops superciliosus
B28,11000,NA,Aves,Pelecaniformes,Pelecanidae,Pelecanus onocrotalus
B280,61,NA,Aves,Coraciiformes,Meropidae,Merops apiaster
B281,132.5,NA,Aves,Coraciiformes,Coraciidae,Coracias garrulus
B282,67.5,NA,Aves,Coraciiformes,Upupidae,Upupa epops
B283,37.5,NA,Aves,Piciformes,Picidae,Jynx torquilla
B284,20,NA,Aves,Piciformes,Picidae,Dendrocopos minor
B285,65,NA,Aves,Piciformes,Picidae,Dendrocopos medius
B286,108,NA,NA,NA,NA,Dendrocopos leucotos
B287,80,NA,Aves,Piciformes,Picidae,Dendrocopos major
B288,76.75,NA,Aves,Piciformes,Picidae,Dendrocopos syriacus
B289,63.72,NA,Aves,Piciformes,Picidae,Picoides tridactylus
B29,10687.5,NA,Aves,Pelecaniformes,Pelecanidae,Pelecanus crispus
B290,325,NA,Aves,Piciformes,Picidae,Dryocopus martius
B291,200,NA,Aves,Piciformes,Picidae,Picus viridis
B292,145,NA,Aves,Piciformes,Picidae,Picus canus
B293,26,NA,Aves,Passeriformes,Alaudidae,Ammomanes deserti
B294,65,NA,Aves,Passeriformes,Alaudidae,Melanocorypha calandra
B295,53.3,NA,Aves,Passeriformes,Alaudidae,Melanocorypha bimaculata
B296,45.5,NA,Aves,Passeriformes,Alaudidae,Melanocorypha leucoptera
B297,21.5,NA,Aves,Passeriformes,Alaudidae,Calandrella brachydactyla
B298,23.3083,NA,Aves,Passeriformes,Alaudidae,Calandrella rufescens
B299,21.8,NA,Aves,Passeriformes,Alaudidae,Calandrella cheleensis
B3,4134,NA,Aves,Gaviiformes,Gaviidae,Gavia immer
B30,900,NA,Aves,Ciconiiformes,Ardeidae,Ardea cinerea
B300,39.4,NA,Aves,Passeriformes,Alaudidae,Chersophilus duponti
B301,40,NA,Aves,Passeriformes,Alaudidae,Galerida cristata
B302,26,NA,Aves,Passeriformes,Alaudidae,Lullula arborea
B303,45,NA,Aves,Passeriformes,Alaudidae,Alauda arvensis
B304,36.58,NA,Aves,Passeriformes,Alaudidae,Eremophila alpestris
B305,15,NA,Aves,Passeriformes,Hirundinidae,Riparia riparia
B306,21,NA,Aves,Passeriformes,Hirundinidae,Ptyonoprogne rupestris
B307,20.5,NA,Aves,Passeriformes,Hirundinidae,Hirundo rustica
B308,19.5,NA,Aves,Passeriformes,Hirundinidae,Hirundo daurica
B309,18,NA,Aves,Passeriformes,Hirundinidae,Delichon urbicum
B31,1000,NA,Aves,Ciconiiformes,Ardeidae,Ardea purpurea
B310,21.71,NA,Aves,Passeriformes,Motacillidae,Motacilla alba
B311,21.09,NA,Aves,Passeriformes,Motacillidae,Motacilla citreola
B312,17.2,NA,Aves,Passeriformes,Motacillidae,Motacilla flava
B313,20,NA,Aves,Passeriformes,Motacillidae,Motacilla cinerea
B314,24,NA,Aves,Passeriformes,Motacillidae,Anthus campestris
B315,16.5,NA,Aves,Passeriformes,Motacillidae,Anthus berthelotii
B316,22.5,NA,Aves,Passeriformes,Motacillidae,Anthus trivialis
B317,22.2,NA,Aves,Passeriformes,Motacillidae,Anthus hodgsoni
B318,20.5,NA,Aves,Passeriformes,Motacillidae,Anthus pratensis
B319,20.74,NA,Aves,Passeriformes,Motacillidae,Anthus cervinus
B32,1680,NA,Aves,Ciconiiformes,Ardeidae,Egretta alba
B320,24.6,NA,Aves,Passeriformes,Motacillidae,Anthus petrosus
B321,22,NA,Aves,Passeriformes,Motacillidae,Anthus spinoletta
B322,44,NA,Aves,Passeriformes,Pycnonotidae,Pycnonotus xanthopygos
B323,6,NA,Aves,Passeriformes,Reguliidae,Regulus regulus
B324,6,NA,Aves,Passeriformes,Reguliidae,Regulus ignicapillus
B325,59.94,NA,Aves,Passeriformes,Bombycillidae,Bombycilla garrulus
B326,65,NA,Aves,Passeriformes,Cinclidae,Cinclus cinclus
B327,10.5,NA,Aves,Passeriformes,Troglodytidae,Troglodytes troglodytes
B328,40,NA,Aves,Passeriformes,Prunellidae,Prunella collaris
B329,18.3,NA,Aves,Passeriformes,Prunellidae,Prunella montanella
B33,500,NA,Aves,Ciconiiformes,Ardeidae,Egretta garzetta
B330,25,NA,Aves,Passeriformes,Prunellidae,Prunella ocularis
B331,18.77,NA,Aves,Passeriformes,Prunellidae,Prunella atrogularis
B332,20,NA,Aves,Passeriformes,Prunellidae,Prunella modularis
B333,53.5,NA,Aves,Passeriformes,Muscicapidae,Monticola saxatilis
